Date,Team,Player,Pos
11/13/2022,UTA,Kelly Olynyk,PF
11/13/2022,UTA,Lauri Markkanen,PF
11/13/2022,PHI,Tyrese Maxey,PG
11/13/2022,PHI,Matisse Thybulle,SG
11/13/2022,PHI,Tobias Harris,SF
11/13/2022,PHI,P.J. Tucker,PF
11/13/2022,PHI,Joel Embiid,C
11/13/2022,DEN,Jamal Murray,PG
11/13/2022,DEN,Kentavious Caldwell-Pope,SG
11/13/2022,DEN,Michael Porter Jr.,SF
11/13/2022,DEN,Aaron Gordon,PF
11/13/2022,DEN,Nikola Jokic,C
11/13/2022,CHI,Ayo Dosunmu,PG
11/13/2022,CHI,Zach LaVine,SG
11/13/2022,CHI,DeMar DeRozan,SF
11/13/2022,CHI,Patrick Williams,PF
11/13/2022,CHI,Nikola Vucevic,C
11/13/2022,GSW,Stephen Curry,PG
11/13/2022,GSW,Klay Thompson,SG
11/13/2022,GSW,Andrew Wiggins,SF
11/13/2022,GSW,Draymond Green,PF
11/13/2022,GSW,Kevon Looney,C
11/13/2022,SAC,De'Aaron Fox,PG
11/13/2022,SAC,Kevin Huerter,SG
11/13/2022,SAC,Harrison Barnes,SF
11/13/2022,SAC,Keegan Murray,PF
11/13/2022,SAC,Domantas Sabonis,C
11/13/2022,BRK,Edmond Sumner,PG
11/13/2022,BRK,Joe Harris,SG
11/13/2022,BRK,Kevin Durant,PF
11/13/2022,BRK,Royce O'Neale,PF
11/13/2022,BRK,Nicolas Claxton,C
11/13/2022,LAL,Patrick Beverley,PG
11/13/2022,LAL,Austin Reaves,SG
11/13/2022,LAL,Troy Brown Jr.,SF
11/13/2022,LAL,Lonnie Walker IV,SF
11/13/2022,LAL,Anthony Davis,C
11/14/2022,TOR,Dalano Banton,PG
11/14/2022,TOR,Otto Porter Jr.,SF
11/14/2022,TOR,Scottie Barnes,SF
11/14/2022,TOR,OG Anunoby,SF
11/14/2022,TOR,Thaddeus Young,PF
11/14/2022,DET,Killian Hayes,PG
11/14/2022,DET,Jaden Ivey,SG
11/14/2022,DET,Bojan Bogdanovic,SF
11/14/2022,DET,Isaiah Stewart,PF
11/14/2022,DET,Marvin Bagley III,PF
11/14/2022,CHO,LaMelo Ball,PG
11/14/2022,CHO,Terry Rozier,PG
11/14/2022,CHO,Kelly Oubre Jr.,SF
11/14/2022,CHO,P.J. Washington,PF
11/14/2022,CHO,Mason Plumlee,C
11/14/2022,ORL,Jalen Suggs,SG
11/14/2022,ORL,Franz Wagner,SF
11/14/2022,ORL,Chuma Okeke,PF
11/14/2022,ORL,Bol Bol,C
11/14/2022,ORL,Wendell Carter Jr.,C
11/14/2022,PHO,Cameron Payne,PG
11/14/2022,PHO,Devin Booker,SG
11/14/2022,PHO,Mikal Bridges,SF
11/14/2022,PHO,Torrey Craig,SF
11/14/2022,PHO,Deandre Ayton,C
11/14/2022,MIA,Kyle Lowry,PG
11/14/2022,MIA,Max Strus,SG
11/14/2022,MIA,Jimmy Butler III,SF
11/14/2022,MIA,Caleb Martin,PF
11/14/2022,MIA,Bam Adebayo,C
11/14/2022,OKC,Shai Gilgeous-Alexander,PG
11/14/2022,OKC,Josh Giddey,SG
11/14/2022,OKC,Luguentz Dort,SF
11/14/2022,OKC,Jalen Williams,SF
11/14/2022,OKC,Aleksej Pokusevski,PF
11/14/2022,BOS,Marcus Smart,PG
11/14/2022,BOS,Jaylen Brown,SG
11/14/2022,BOS,Jayson Tatum,SF
11/14/2022,BOS,Grant Williams,PF
11/14/2022,BOS,Al Horford,C
11/14/2022,LAC,Reggie Jackson,PG
11/14/2022,LAC,Luke Kennard,SG
11/14/2022,LAC,Paul George,SF
11/14/2022,LAC,Marcus Morris Sr.,PF
11/14/2022,LAC,Ivica Zubac,C
11/14/2022,HOU,Kevin Porter Jr.,PG
11/14/2022,HOU,Jalen Green,SG
11/14/2022,HOU,Eric Gordon,SF
11/14/2022,HOU,Jabari Smith Jr.,PF
11/14/2022,HOU,Alperen Sengun,C
11/14/2022,ATL,Trae Young,PG
11/14/2022,ATL,Dejounte Murray,SG
11/14/2022,ATL,De'Andre Hunter,SF
11/14/2022,ATL,John Collins,PF
11/14/2022,ATL,Clint Capela,C
11/14/2022,MIL,Jevon Carter,SG
11/14/2022,MIL,MarJon Beauchamp,SG
11/14/2022,MIL,Grayson Allen,SF
11/14/2022,MIL,Giannis Antetokounmpo,PF
11/14/2022,MIL,Brook Lopez,C
11/14/2022,SAS,Devin Vassell,SG
11/14/2022,SAS,Keita Bates-Diop,SF
11/14/2022,SAS,Keldon Johnson,SF
11/14/2022,SAS,Jeremy Sochan,PF
11/14/2022,SAS,Jakob Poeltl,C
11/14/2022,GSW,Stephen Curry,PG
11/14/2022,GSW,Jordan Poole,PG
11/14/2022,GSW,Andrew Wiggins,SF
11/14/2022,GSW,Draymond Green,PF
11/14/2022,GSW,Kevon Looney,C
11/15/2022,MEM,Ja Morant,PG
11/15/2022,MEM,John Konchar,SG
11/15/2022,MEM,Dillon Brooks,SF
11/15/2022,MEM,Jaren Jackson Jr.,PF
11/15/2022,MEM,Steven Adams,C
11/15/2022,NOP,CJ McCollum,PG
11/15/2022,NOP,Trey Murphy III,SF
11/15/2022,NOP,Brandon Ingram,SF
11/15/2022,NOP,Herbert Jones,SF
11/15/2022,NOP,Jonas Valanciunas,C
11/15/2022,LAC,Reggie Jackson,PG
11/15/2022,LAC,Luke Kennard,SG
11/15/2022,LAC,Paul George,SF
11/15/2022,LAC,Marcus Morris Sr.,PF
11/15/2022,LAC,Ivica Zubac,C
11/15/2022,DAL,Luka Doncic,PG
11/15/2022,DAL,Spencer Dinwiddie,PG
11/15/2022,DAL,Reggie Bullock,SF
11/15/2022,DAL,Dorian Finney-Smith,PF
11/15/2022,DAL,Dwight Powell,C
11/15/2022,NYK,Jalen Brunson,PG
11/15/2022,NYK,RJ Barrett,SG
11/15/2022,NYK,Cam Reddish,SF
11/15/2022,NYK,Julius Randle,PF
11/15/2022,NYK,Isaiah Hartenstein,C
11/15/2022,UTA,Mike Conley,PG
11/15/2022,UTA,Jordan Clarkson,SG
11/15/2022,UTA,Jarred Vanderbilt,SF
11/15/2022,UTA,Lauri Markkanen,PF
11/15/2022,UTA,Kelly Olynyk,PF
11/15/2022,SAS,Tre Jones,PG
11/15/2022,SAS,Devin Vassell,SG
11/15/2022,SAS,Keldon Johnson,SF
11/15/2022,SAS,Jeremy Sochan,PF
11/15/2022,SAS,Jakob Poeltl,C
11/15/2022,POR,Damian Lillard,PG
11/15/2022,POR,Anfernee Simons,SG
11/15/2022,POR,Josh Hart,SF
11/15/2022,POR,Jerami Grant,PF
11/15/2022,POR,Jusuf Nurkic,C
11/15/2022,BRK,Edmond Sumner,PG
11/15/2022,BRK,Joe Harris,SG
11/15/2022,BRK,Kevin Durant,PF
11/15/2022,BRK,Royce O'Neale,PF
11/15/2022,BRK,Nicolas Claxton,C
11/15/2022,SAC,De'Aaron Fox,PG
11/15/2022,SAC,Kevin Huerter,SG
11/15/2022,SAC,Harrison Barnes,SF
11/15/2022,SAC,Keegan Murray,PF
11/15/2022,SAC,Domantas Sabonis,C
11/16/2022,MIN,D'Angelo Russell,PG
11/16/2022,MIN,Anthony Edwards,SG
11/16/2022,MIN,Jaden McDaniels,PF
11/16/2022,MIN,Karl-Anthony Towns,PF
11/16/2022,MIN,Rudy Gobert,C
11/16/2022,ORL,Jalen Suggs,SG
11/16/2022,ORL,Franz Wagner,SF
11/16/2022,ORL,Chuma Okeke,PF
11/16/2022,ORL,Mo Bamba,C
11/16/2022,ORL,Bol Bol,C
11/16/2022,IND,Andrew Nembhard,PG
11/16/2022,IND,Tyrese Haliburton,PG
11/16/2022,IND,Buddy Hield,SF
11/16/2022,IND,Jalen Smith,PF
11/16/2022,IND,Myles Turner,C
11/16/2022,CHO,Terry Rozier,PG
11/16/2022,CHO,LaMelo Ball,PG
11/16/2022,CHO,Kelly Oubre Jr.,SF
11/16/2022,CHO,P.J. Washington,PF
11/16/2022,CHO,Mason Plumlee,C
11/16/2022,OKC,Shai Gilgeous-Alexander,PG
11/16/2022,OKC,Josh Giddey,SG
11/16/2022,OKC,Aaron Wiggins,SG
11/16/2022,OKC,Luguentz Dort,SF
11/16/2022,OKC,Aleksej Pokusevski,PF
11/16/2022,WAS,Monte Morris,PG
11/16/2022,WAS,Bradley Beal,SG
11/16/2022,WAS,Deni Avdija,SF
11/16/2022,WAS,Kyle Kuzma,PF
11/16/2022,WAS,Kristaps Porzingis,C
11/16/2022,BOS,Jaylen Brown,SG
11/16/2022,BOS,Derrick White,SG
11/16/2022,BOS,Jayson Tatum,SF
11/16/2022,BOS,Grant Williams,PF
11/16/2022,BOS,Al Horford,C
11/16/2022,ATL,Trae Young,PG
11/16/2022,ATL,Dejounte Murray,SG
11/16/2022,ATL,De'Andre Hunter,SF
11/16/2022,ATL,John Collins,PF
11/16/2022,ATL,Clint Capela,C
11/16/2022,MIA,Kyle Lowry,PG
11/16/2022,MIA,Max Strus,SG
11/16/2022,MIA,Jimmy Butler III,SF
11/16/2022,MIA,Nikola Jovic,SF
11/16/2022,MIA,Caleb Martin,PF
11/16/2022,TOR,Fred VanVleet,PG
11/16/2022,TOR,Dalano Banton,PG
11/16/2022,TOR,OG Anunoby,SF
11/16/2022,TOR,Scottie Barnes,SF
11/16/2022,TOR,Thaddeus Young,PF
11/16/2022,CHI,Ayo Dosunmu,PG
11/16/2022,CHI,Zach LaVine,SG
11/16/2022,CHI,DeMar DeRozan,SF
11/16/2022,CHI,Patrick Williams,PF
11/16/2022,CHI,Nikola Vucevic,C
11/16/2022,NOP,CJ McCollum,PG
11/16/2022,NOP,Trey Murphy III,SF
11/16/2022,NOP,Herbert Jones,SF
11/16/2022,NOP,Brandon Ingram,SF
11/16/2022,NOP,Jonas Valanciunas,C
11/16/2022,CLE,Darius Garland,PG
11/16/2022,CLE,Donovan Mitchell,SG
11/16/2022,CLE,Caris LeVert,SF
11/16/2022,CLE,Lamar Stevens,SF
11/16/2022,CLE,Evan Mobley,PF
11/16/2022,MIL,MarJon Beauchamp,SG
11/16/2022,MIL,Jevon Carter,SG
11/16/2022,MIL,Giannis Antetokounmpo,PF
11/16/2022,MIL,Bobby Portis,PF
11/16/2022,MIL,Brook Lopez,C
11/16/2022,HOU,Kevin Porter Jr.,PG
11/16/2022,HOU,Jalen Green,SG
11/16/2022,HOU,Eric Gordon,SF
11/16/2022,HOU,Jabari Smith Jr.,PF
11/16/2022,HOU,Alperen Sengun,C
11/16/2022,DAL,Spencer Dinwiddie,PG
11/16/2022,DAL,Reggie Bullock,SF
11/16/2022,DAL,Josh Green,SF
11/16/2022,DAL,Dorian Finney-Smith,PF
11/16/2022,DAL,Dwight Powell,C
11/16/2022,NYK,Jalen Brunson,PG
11/16/2022,NYK,RJ Barrett,SG
11/16/2022,NYK,Cam Reddish,SF
11/16/2022,NYK,Julius Randle,PF
11/16/2022,NYK,Isaiah Hartenstein,C
11/16/2022,DEN,Jamal Murray,PG
11/16/2022,DEN,Kentavious Caldwell-Pope,SG
11/16/2022,DEN,Michael Porter Jr.,SF
11/16/2022,DEN,Jeff Green,PF
11/16/2022,DEN,DeAndre Jordan,C
11/16/2022,GSW,Stephen Curry,PG
11/16/2022,GSW,Klay Thompson,SG
11/16/2022,GSW,Andrew Wiggins,SF
11/16/2022,GSW,Draymond Green,PF
11/16/2022,GSW,Kevon Looney,C
11/16/2022,PHO,Cameron Payne,PG
11/16/2022,PHO,Devin Booker,SG
11/16/2022,PHO,Torrey Craig,SF
11/16/2022,PHO,Mikal Bridges,SF
11/16/2022,PHO,Deandre Ayton,C
11/17/2022,BRK,Edmond Sumner,PG
11/17/2022,BRK,Joe Harris,SG
11/17/2022,BRK,Kevin Durant,PF
11/17/2022,BRK,Royce O'Neale,PF
11/17/2022,BRK,Nicolas Claxton,C
11/17/2022,POR,Damian Lillard,PG
11/17/2022,POR,Anfernee Simons,SG
11/17/2022,POR,Josh Hart,SF
11/17/2022,POR,Jerami Grant,PF
11/17/2022,POR,Jusuf Nurkic,C
11/17/2022,SAS,Tre Jones,PG
11/17/2022,SAS,Devin Vassell,SG
11/17/2022,SAS,Keita Bates-Diop,SF
11/17/2022,SAS,Jeremy Sochan,PF
11/17/2022,SAS,Jakob Poeltl,C
11/17/2022,SAC,De'Aaron Fox,PG
11/17/2022,SAC,Kevin Huerter,SG
11/17/2022,SAC,Terence Davis,SG
11/17/2022,SAC,Harrison Barnes,SF
11/17/2022,SAC,Domantas Sabonis,C
11/17/2022,DET,Killian Hayes,PG
11/17/2022,DET,Jaden Ivey,SG
11/17/2022,DET,Bojan Bogdanovic,SF
11/17/2022,DET,Saddiq Bey,PF
11/17/2022,DET,Marvin Bagley III,PF
11/17/2022,LAC,Reggie Jackson,PG
11/17/2022,LAC,Paul George,SF
11/17/2022,LAC,Kawhi Leonard,SF
11/17/2022,LAC,Marcus Morris Sr.,PF
11/17/2022,LAC,Ivica Zubac,C
11/18/2022,MIA,Kyle Lowry,PG
11/18/2022,MIA,Max Strus,SG
11/18/2022,MIA,Nikola Jovic,SF
11/18/2022,MIA,Haywood Highsmith,SF
11/18/2022,MIA,Caleb Martin,PF
11/18/2022,WAS,Monte Morris,PG
11/18/2022,WAS,Bradley Beal,SG
11/18/2022,WAS,Deni Avdija,SF
11/18/2022,WAS,Kyle Kuzma,PF
11/18/2022,WAS,Kristaps Porzingis,C
11/18/2022,CHO,Terry Rozier,PG
11/18/2022,CHO,Gordon Hayward,SF
11/18/2022,CHO,Kelly Oubre Jr.,SF
11/18/2022,CHO,P.J. Washington,PF
11/18/2022,CHO,Mason Plumlee,C
11/18/2022,CLE,Darius Garland,PG
11/18/2022,CLE,Donovan Mitchell,SG
11/18/2022,CLE,Lamar Stevens,SF
11/18/2022,CLE,Evan Mobley,PF
11/18/2022,CLE,Jarrett Allen,C
11/18/2022,MIL,MarJon Beauchamp,SG
11/18/2022,MIL,Jevon Carter,SG
11/18/2022,MIL,Bobby Portis,PF
11/18/2022,MIL,Giannis Antetokounmpo,PF
11/18/2022,MIL,Brook Lopez,C
11/18/2022,PHI,Tyrese Maxey,PG
11/18/2022,PHI,De'Anthony Melton,SG
11/18/2022,PHI,Danuel House Jr.,PF
11/18/2022,PHI,P.J. Tucker,PF
11/18/2022,PHI,Joel Embiid,C
11/18/2022,ORL,Jalen Suggs,SG
11/18/2022,ORL,Franz Wagner,SF
11/18/2022,ORL,Chuma Okeke,PF
11/18/2022,ORL,Bol Bol,C
11/18/2022,ORL,Wendell Carter Jr.,C
11/18/2022,CHI,Ayo Dosunmu,PG
11/18/2022,CHI,Zach LaVine,SG
11/18/2022,CHI,DeMar DeRozan,SF
11/18/2022,CHI,Patrick Williams,PF
11/18/2022,CHI,Nikola Vucevic,C
11/18/2022,IND,Tyrese Haliburton,PG
11/18/2022,IND,Andrew Nembhard,PG
11/18/2022,IND,Buddy Hield,SF
11/18/2022,IND,Jalen Smith,PF
11/18/2022,IND,Myles Turner,C
11/18/2022,HOU,Jalen Green,SG
11/18/2022,HOU,Kenyon Martin Jr.,SF
11/18/2022,HOU,Eric Gordon,SF
11/18/2022,HOU,Jabari Smith Jr.,PF
11/18/2022,HOU,Alperen Sengun,C
11/18/2022,OKC,Shai Gilgeous-Alexander,PG
11/18/2022,OKC,Josh Giddey,SG
11/18/2022,OKC,Luguentz Dort,SF
11/18/2022,OKC,Jalen Williams,SF
11/18/2022,OKC,Aleksej Pokusevski,PF
11/18/2022,MEM,Ja Morant,PG
11/18/2022,MEM,John Konchar,SG
11/18/2022,MEM,Dillon Brooks,SF
11/18/2022,MEM,Jaren Jackson Jr.,PF
11/18/2022,MEM,Steven Adams,C
11/18/2022,BOS,Jaylen Brown,SG
11/18/2022,BOS,Derrick White,SG
11/18/2022,BOS,Jayson Tatum,SF
11/18/2022,BOS,Grant Williams,PF
11/18/2022,BOS,Al Horford,C
11/18/2022,NOP,CJ McCollum,PG
11/18/2022,NOP,Brandon Ingram,SF
11/18/2022,NOP,Herbert Jones,SF
11/18/2022,NOP,Trey Murphy III,SF
11/18/2022,NOP,Jonas Valanciunas,C
11/18/2022,DEN,Bruce Brown,SG
11/18/2022,DEN,Kentavious Caldwell-Pope,SG
11/18/2022,DEN,Michael Porter Jr.,SF
11/18/2022,DEN,Jeff Green,PF
11/18/2022,DEN,DeAndre Jordan,C
11/18/2022,DAL,Luka Doncic,PG
11/18/2022,DAL,Spencer Dinwiddie,PG
11/18/2022,DAL,Reggie Bullock,SF
11/18/2022,DAL,Dorian Finney-Smith,PF
11/18/2022,DAL,Dwight Powell,C
11/18/2022,PHO,Cameron Payne,PG
11/18/2022,PHO,Devin Booker,SG
11/18/2022,PHO,Mikal Bridges,SF
11/18/2022,PHO,Torrey Craig,SF
11/18/2022,PHO,Deandre Ayton,C
11/18/2022,UTA,Mike Conley,PG
11/18/2022,UTA,Jordan Clarkson,SG
11/18/2022,UTA,Jarred Vanderbilt,SF
11/18/2022,UTA,Lauri Markkanen,PF
11/18/2022,UTA,Kelly Olynyk,PF
11/18/2022,NYK,Jalen Brunson,PG
11/18/2022,NYK,RJ Barrett,SG
11/18/2022,NYK,Cam Reddish,SF
11/18/2022,NYK,Julius Randle,PF
11/18/2022,NYK,Isaiah Hartenstein,C
11/18/2022,GSW,Stephen Curry,PG
11/18/2022,GSW,Klay Thompson,SG
11/18/2022,GSW,Andrew Wiggins,SF
11/18/2022,GSW,Draymond Green,PF
11/18/2022,GSW,Kevon Looney,C
11/18/2022,DET,Killian Hayes,PG
11/18/2022,DET,Jaden Ivey,SG
11/18/2022,DET,Bojan Bogdanovic,SF
11/18/2022,DET,Marvin Bagley III,PF
11/18/2022,DET,Saddiq Bey,PF
11/18/2022,LAL,Patrick Beverley,PG
11/18/2022,LAL,Austin Reaves,SG
11/18/2022,LAL,Troy Brown Jr.,SF
11/18/2022,LAL,Lonnie Walker IV,SF
11/18/2022,LAL,Anthony Davis,C
11/19/2022,TOR,Fred VanVleet,PG
11/19/2022,TOR,OG Anunoby,SF
11/19/2022,TOR,Scottie Barnes,SF
11/19/2022,TOR,Thaddeus Young,PF
11/19/2022,TOR,Juancho Hernangomez,PF
11/19/2022,ATL,Trae Young,PG
11/19/2022,ATL,Dejounte Murray,SG
11/19/2022,ATL,De'Andre Hunter,SF
11/19/2022,ATL,John Collins,PF
11/19/2022,ATL,Clint Capela,C
11/19/2022,ORL,Jalen Suggs,SG
11/19/2022,ORL,Franz Wagner,SF
11/19/2022,ORL,Chuma Okeke,PF
11/19/2022,ORL,Mo Bamba,C
11/19/2022,ORL,Bol Bol,C
11/19/2022,IND,Tyrese Haliburton,PG
11/19/2022,IND,Andrew Nembhard,PG
11/19/2022,IND,Buddy Hield,SF
11/19/2022,IND,Jalen Smith,PF
11/19/2022,IND,Myles Turner,C
11/19/2022,MIN,D'Angelo Russell,PG
11/19/2022,MIN,Anthony Edwards,SG
11/19/2022,MIN,Jaden McDaniels,PF
11/19/2022,MIN,Karl-Anthony Towns,PF
11/19/2022,MIN,Rudy Gobert,C
11/19/2022,PHI,Shake Milton,PG
11/19/2022,PHI,De'Anthony Melton,SG
11/19/2022,PHI,P.J. Tucker,PF
11/19/2022,PHI,Danuel House Jr.,PF
11/19/2022,PHI,Joel Embiid,C
11/19/2022,UTA,Mike Conley,PG
11/19/2022,UTA,Jordan Clarkson,SG
11/19/2022,UTA,Jarred Vanderbilt,SF
11/19/2022,UTA,Kelly Olynyk,PF
11/19/2022,UTA,Lauri Markkanen,PF
11/19/2022,POR,Damian Lillard,PG
11/19/2022,POR,Anfernee Simons,SG
11/19/2022,POR,Josh Hart,SF
11/19/2022,POR,Jerami Grant,PF
11/19/2022,POR,Jusuf Nurkic,C
11/19/2022,SAS,Tre Jones,PG
11/19/2022,SAS,Keldon Johnson,SF
11/19/2022,SAS,Keita Bates-Diop,SF
11/19/2022,SAS,Jeremy Sochan,PF
11/19/2022,SAS,Jakob Poeltl,C
11/19/2022,LAC,Reggie Jackson,PG
11/19/2022,LAC,Kawhi Leonard,SF
11/19/2022,LAC,Paul George,SF
11/19/2022,LAC,Marcus Morris Sr.,PF
11/19/2022,LAC,Ivica Zubac,C
11/20/2022,NYK,Jalen Brunson,PG
11/20/2022,NYK,RJ Barrett,SG
11/20/2022,NYK,Quentin Grimes,SG
11/20/2022,NYK,Julius Randle,PF
11/20/2022,NYK,Isaiah Hartenstein,C
11/20/2022,PHO,Cameron Payne,PG
11/20/2022,PHO,Devin Booker,SG
11/20/2022,PHO,Torrey Craig,SF
11/20/2022,PHO,Mikal Bridges,SF
11/20/2022,PHO,Deandre Ayton,C
11/20/2022,CHO,Terry Rozier,PG
11/20/2022,CHO,Kelly Oubre Jr.,SF
11/20/2022,CHO,Gordon Hayward,SF
11/20/2022,CHO,P.J. Washington,PF
11/20/2022,CHO,Mason Plumlee,C
11/20/2022,WAS,Bradley Beal,SG
11/20/2022,WAS,Deni Avdija,SF
11/20/2022,WAS,Corey Kispert,SF
11/20/2022,WAS,Kyle Kuzma,PF
11/20/2022,WAS,Kristaps Porzingis,C
11/20/2022,DET,Killian Hayes,PG
11/20/2022,DET,Jaden Ivey,SG
11/20/2022,DET,Bojan Bogdanovic,SF
11/20/2022,DET,Isaiah Livers,SF
11/20/2022,DET,Marvin Bagley III,PF
11/20/2022,SAC,De'Aaron Fox,PG
11/20/2022,SAC,Kevin Huerter,SG
11/20/2022,SAC,Harrison Barnes,SF
11/20/2022,SAC,Keegan Murray,PF
11/20/2022,SAC,Domantas Sabonis,C
11/20/2022,MIA,Kyle Lowry,PG
11/20/2022,MIA,Max Strus,SG
11/20/2022,MIA,Nikola Jovic,SF
11/20/2022,MIA,Caleb Martin,PF
11/20/2022,MIA,Bam Adebayo,C
11/20/2022,CLE,Darius Garland,PG
11/20/2022,CLE,Donovan Mitchell,SG
11/20/2022,CLE,Lamar Stevens,SF
11/20/2022,CLE,Evan Mobley,PF
11/20/2022,CLE,Jarrett Allen,C
11/20/2022,GSW,Stephen Curry,PG
11/20/2022,GSW,Klay Thompson,SG
11/20/2022,GSW,Andrew Wiggins,SF
11/20/2022,GSW,Draymond Green,PF
11/20/2022,GSW,Kevon Looney,C
11/20/2022,HOU,Kevin Porter Jr.,PG
11/20/2022,HOU,Jalen Green,SG
11/20/2022,HOU,Eric Gordon,SF
11/20/2022,HOU,Jabari Smith Jr.,PF
11/20/2022,HOU,Alperen Sengun,C
11/20/2022,MEM,Tyus Jones,PG
11/20/2022,MEM,John Konchar,SG
11/20/2022,MEM,Dillon Brooks,SF
11/20/2022,MEM,Santi Aldama,PF
11/20/2022,MEM,Steven Adams,C
11/20/2022,BRK,Ben Simmons,PG
11/20/2022,BRK,Kyrie Irving,PG
11/20/2022,BRK,Joe Harris,SG
11/20/2022,BRK,Royce O'Neale,PF
11/20/2022,BRK,Kevin Durant,PF
11/20/2022,DEN,Bruce Brown,SG
11/20/2022,DEN,Kentavious Caldwell-Pope,SG
11/20/2022,DEN,Michael Porter Jr.,SF
11/20/2022,DEN,Jeff Green,PF
11/20/2022,DEN,DeAndre Jordan,C
11/20/2022,DAL,Luka Doncic,PG
11/20/2022,DAL,Spencer Dinwiddie,PG
11/20/2022,DAL,Reggie Bullock,SF
11/20/2022,DAL,Dorian Finney-Smith,PF
11/20/2022,DAL,Dwight Powell,C
11/20/2022,SAS,Tre Jones,PG
11/20/2022,SAS,Devin Vassell,SG
11/20/2022,SAS,Keldon Johnson,SF
11/20/2022,SAS,Jeremy Sochan,PF
11/20/2022,SAS,Gorgui Dieng,C
11/20/2022,LAL,Patrick Beverley,PG
11/20/2022,LAL,Austin Reaves,SG
11/20/2022,LAL,Troy Brown Jr.,SF
11/20/2022,LAL,Lonnie Walker IV,SF
11/20/2022,LAL,Anthony Davis,C
11/21/2022,ORL,Jalen Suggs,SG
11/21/2022,ORL,Franz Wagner,SF
11/21/2022,ORL,Chuma Okeke,PF
11/21/2022,ORL,Mo Bamba,C
11/21/2022,ORL,Bol Bol,C
11/21/2022,IND,Tyrese Haliburton,PG
11/21/2022,IND,Buddy Hield,SF
11/21/2022,IND,Aaron Nesmith,PF
11/21/2022,IND,Jalen Smith,PF
11/21/2022,IND,Myles Turner,C
11/21/2022,ATL,Trae Young,PG
11/21/2022,ATL,Dejounte Murray,SG
11/21/2022,ATL,AJ Griffin,SF
11/21/2022,ATL,John Collins,PF
11/21/2022,ATL,Clint Capela,C
11/21/2022,CLE,Darius Garland,PG
11/21/2022,CLE,Donovan Mitchell,SG
11/21/2022,CLE,Lamar Stevens,SF
11/21/2022,CLE,Evan Mobley,PF
11/21/2022,CLE,Jarrett Allen,C
11/21/2022,GSW,Jordan Poole,PG
11/21/2022,GSW,Donte DiVincenzo,SG
11/21/2022,GSW,Anthony Lamb,SF
11/21/2022,GSW,Jonathan Kuminga,PF
11/21/2022,GSW,Kevon Looney,C
11/21/2022,NOP,CJ McCollum,PG
11/21/2022,NOP,Brandon Ingram,SF
11/21/2022,NOP,Herbert Jones,SF
11/21/2022,NOP,Zion Williamson,PF
11/21/2022,NOP,Jonas Valanciunas,C
11/21/2022,BOS,Marcus Smart,PG
11/21/2022,BOS,Jaylen Brown,SG
11/21/2022,BOS,Jayson Tatum,SF
11/21/2022,BOS,Grant Williams,PF
11/21/2022,BOS,Al Horford,C
11/21/2022,CHI,Ayo Dosunmu,PG
11/21/2022,CHI,Zach LaVine,SG
11/21/2022,CHI,DeMar DeRozan,SF
11/21/2022,CHI,Patrick Williams,PF
11/21/2022,CHI,Nikola Vucevic,C
11/21/2022,POR,Shaedon Sharpe,SG
11/21/2022,POR,Anfernee Simons,SG
11/21/2022,POR,Josh Hart,SF
11/21/2022,POR,Jerami Grant,PF
11/21/2022,POR,Jusuf Nurkic,C
11/21/2022,MIL,Jrue Holiday,PG
11/21/2022,MIL,Jevon Carter,SG
11/21/2022,MIL,Grayson Allen,SF
11/21/2022,MIL,Giannis Antetokounmpo,PF
11/21/2022,MIL,Brook Lopez,C
11/21/2022,MIA,Kyle Lowry,PG
11/21/2022,MIA,Max Strus,SG
11/21/2022,MIA,Nikola Jovic,SF
11/21/2022,MIA,Caleb Martin,PF
11/21/2022,MIA,Bam Adebayo,C
11/21/2022,MIN,D'Angelo Russell,PG
11/21/2022,MIN,Anthony Edwards,SG
11/21/2022,MIN,Karl-Anthony Towns,PF
11/21/2022,MIN,Jaden McDaniels,PF
11/21/2022,MIN,Rudy Gobert,C
11/21/2022,NYK,Jalen Brunson,PG
11/21/2022,NYK,Quentin Grimes,SG
11/21/2022,NYK,RJ Barrett,SG
11/21/2022,NYK,Julius Randle,PF
11/21/2022,NYK,Mitchell Robinson,C
11/21/2022,OKC,Shai Gilgeous-Alexander,PG
11/21/2022,OKC,Josh Giddey,SG
11/21/2022,OKC,Luguentz Dort,SF
11/21/2022,OKC,Kenrich Williams,PF
11/21/2022,OKC,Jeremiah Robinson-Earl,C
11/21/2022,UTA,Collin Sexton,PG
11/21/2022,UTA,Jordan Clarkson,SG
11/21/2022,UTA,Jarred Vanderbilt,SF
11/21/2022,UTA,Lauri Markkanen,PF
11/21/2022,UTA,Kelly Olynyk,PF
11/21/2022,LAC,Terance Mann,PG
11/21/2022,LAC,Reggie Jackson,PG
11/21/2022,LAC,Kawhi Leonard,SF
11/21/2022,LAC,Marcus Morris Sr.,PF
11/21/2022,LAC,Ivica Zubac,C
11/22/2022,BRK,Kyrie Irving,PG
11/22/2022,BRK,Ben Simmons,PG
11/22/2022,BRK,Kevin Durant,PF
11/22/2022,BRK,Royce O'Neale,PF
11/22/2022,BRK,Nicolas Claxton,C
11/22/2022,PHI,Shake Milton,PG
11/22/2022,PHI,De'Anthony Melton,SG
11/22/2022,PHI,Tobias Harris,SF
