Date,Team,Player,Status,Reason
10/19/2022,DET,Marvin Bagley III,Out,Injury/Illness - Right Knee; Sprain
10/19/2022,HOU,Daishen Nix,Out,Injury/Illness - Back; Soreness
10/19/2022,IND,Trevelin Queen,Out,G League - Two-Way
10/19/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
10/19/2022,NOP,Jaxson Hayes,Questionable,Injury/Illness - Left Elbow; UCL Tear
10/19/2022,ORL,Gary Harris,Out,Injury/Illness - Left Knee; Injury recovery
10/19/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
10/19/2022,TOR,Khem Birch,Out,Injury/Illness - Left Knee; Swelling
10/19/2022,DAL,Davis Bertans,Out,Injury/Illness - Right Knee; Effusion
10/19/2022,MEM,Dillon Brooks,Out,Injury/Illness - Left Thigh; Soreness
10/19/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big toe; Fracture
10/19/2022,ORL,Cole Anthony,Out,Injury/Illness - N/A; Illness
10/20/2022,LAL,Cole Swider,Out,Injury/Illness - Right Foot; Soreness
10/20/2022,MIL,Khris Middleton,Out,Injury/Illness - Left Wrist; Ligament Surgery
10/20/2022,LAL,Dennis Schroder,Out,Injury/Illness - Right UCL; Repair
10/20/2022,MIL,Joe Ingles,Out,Injury/Illness - Left Knee; ACL Surgery
10/20/2022,LAL,LeBron James,Probable,Injury/Illness - Left Foot; Soreness
10/20/2022,MIL,Pat Connaughton,Out,Injury/Illness - Right Calf; Strain
10/20/2022,LAL,Anthony Davis,Probable,Injury/Illness - Low Back; Tightness
10/20/2022,LAL,Thomas Bryant,Out,Injury/Illness - Left UCL; Repair
10/20/2022,LAL,Troy Brown Jr.,Out,Injury/Illness - Low Back; Soreness
10/21/2022,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Knee; Injury Recovery
10/21/2022,BOS,Robert Williams III,Out,Injury/Illness - Left Knee; Surgery
10/21/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
10/21/2022,CHO,Cody Martin,Doubtful,Injury/Illness - Left Quad; Soreness
10/21/2022,CHI,Zach LaVine,Out,Injury/Illness - Left Knee; Injury Management
10/21/2022,DEN,Jamal Murray,Questionable,Injury/Illness - Left Knee; Injury Management
10/21/2022,DET,Isaiah Livers,Out,Injury/Illness - Right Hip; Soreness
10/21/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
10/21/2022,HOU,TyTy Washington Jr.,Out,Injury/Illness - Left Knee; Sprain
10/21/2022,IND,Myles Turner,Out,Injury/Illness - Left Ankle; Sprain.
10/21/2022,MEM,Ziaire Williams,Out,Injury/Illness - Right Knee; Soreness
10/21/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Impingement
10/21/2022,NOP,E.J. Liddell,Out,Injury/Illness - Right Knee; ACL Injury Recovery
10/21/2022,NYK,Quentin Grimes,Out,Injury/Illness - Left Foot; sore
10/21/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Sprain
10/21/2022,PHO,Landry Shamet,Out,Injury/Illness - Left Hip; Strain
10/21/2022,POR,Trendon Watford,Out,Injury/Illness - Right Hip; Flexor Strain
10/21/2022,TOR,Otto Porter Jr.,Out,Injury/Illness - Left Hamstring; Strain
10/21/2022,UTA,Udoka Azubuike,Out,Injury/Illness - Right Ankle; Surgery
10/21/2022,WAS,Corey Kispert,Out,Injury/Illness - Left Ankle; Left ankle sprain
10/21/2022,BOS,Danilo Gallinari,Out,Injury/Illness - Left Knee; ACL Repair
10/21/2022,BRK,Seth Curry,Out,Injury/Illness - Left Ankle; Injury Recovery
10/21/2022,CHO,LaMelo Ball,Out,Injury/Illness - Left Ankle; Sprain
10/21/2022,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/21/2022,DEN,Nikola Jokic,Probable,Injury/Illness - Right Finger; Sprain
10/21/2022,DET,Alec Burks,Out,Injury/Illness - Left Navicular; Fracture
10/21/2022,GSW,Patrick Baldwin Jr.,Out,Injury/Illness - Right Thumb; Sprain
10/21/2022,HOU,Jae'Sean Tate,Out,Injury/Illness - Left Ankle; Soreness
10/21/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Soreness
10/21/2022,MEM,Jaren Jackson Jr.,Out,Injury/Illness - Right Foot; Surgery Recovery
10/21/2022,MIA,Victor Oladipo,Out,Injury/Illness - Left Knee; Tendinosis
10/21/2022,NOP,Kira Lewis Jr.,Out,Injury/Illness - Right Knee; ACL Injury Recovery
10/21/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury recovery
10/21/2022,PHO,Jae Crowder,Out,Not With Team
10/21/2022,POR,Olivier Sarr,Out,Injury/Illness - Right Wrist; Sprain
10/21/2022,TOR,Chris Boucher,Out,Injury/Illness - Left Hamstring; Strain
10/21/2022,WAS,Vernon Carey Jr.,Out,Injury/Illness - Head; Concussion Protocol
10/21/2022,CHI,Kostas Antetokounmpo,Out,G League - Two-Way
10/21/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
10/21/2022,DET,Marvin Bagley III,Out,Injury/Illness - Right Knee; Sprain
10/21/2022,IND,Trevelin Queen,Out,G League - Two-Way
10/21/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
10/21/2022,NOP,Jaxson Hayes,Out,Injury/Illness - Left Elbow; UCL Tear
10/21/2022,ORL,Gary Harris,Out,Injury/Illness - Left Knee; Injury recovery
10/21/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
10/21/2022,IND,Kendall Brown,Out,G League - Two-Way
10/21/2022,MEM,Dillon Brooks,Out,Injury/Illness - Left Thigh; Soreness
10/21/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
10/22/2022,BOS,Robert Williams III,Out,Injury/Illness - Left Knee; Surgery
10/22/2022,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/22/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
10/22/2022,DAL,Frank Ntilikina,Out,Injury/Illness - Right Ankle; Effusion
10/22/2022,DEN,Jamal Murray,Questionable,Injury/Illness - Left Knee; Injury Management
10/22/2022,DET,Alec Burks,Out,Injury/Illness - Left Navicular; Fracture
10/22/2022,HOU,TyTy Washington Jr.,Out,Injury/Illness - Left Knee; Sprain
10/22/2022,IND,Myles Turner,Out,Injury/Illness - Left Ankle; Sprain
10/22/2022,MEM,Ziaire Williams,Out,Injury/Illness - Right Knee; Soreness
10/22/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Impingement
10/22/2022,MIL,Khris Middleton,Out,Injury/Illness - Left Wrist; Ligament Surgery
10/22/2022,OKC,Jalen Williams,Out,Injury/Illness - Right Orbital Bone; Fracture
10/22/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Sprain
10/22/2022,SAS,Dominick Barlow,Out,G League - Two-Way
10/22/2022,TOR,Otto Porter Jr.,Out,Injury/Illness - Left Hamstring; Strain
10/22/2022,BOS,Al Horford,Out,Injury/Illness - Low Back; Stiffness
10/22/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
10/22/2022,DAL,Davis Bertans,Out,Injury/Illness - Right Knee; Effusion
10/22/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
10/22/2022,DET,Marvin Bagley III,Out,Injury/Illness - Right Knee; Sprain
10/22/2022,HOU,Jae'Sean Tate,Out,Injury/Illness - Left Ankle; Soreness
10/22/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Sore
10/22/2022,MEM,Jaren Jackson Jr.,Out,Injury/Illness - Right Foot; Surgery Recovery
10/22/2022,MIA,Victor Oladipo,Out,Injury/Illness - Left Knee; Tendinosis
10/22/2022,MIL,Joe Ingles,Out,Injury/Illness - Left Knee; ACL Surgery
10/22/2022,OKC,Chet Holmgren,Out,Injury/Illness - Right Foot; Surgery
10/22/2022,ORL,Jalen Suggs,Out,Injury/Illness - Right Ankle; Sprain
10/22/2022,TOR,Chris Boucher,Out,Injury/Illness - Left Hamstring; Strain
10/22/2022,BOS,Danilo Gallinari,Out,Injury/Illness - Left Knee; ACL Repair
10/22/2022,CLE,Darius Garland,Out,Injury/Illness - Left Eye; Laceration
10/22/2022,HOU,Eric Gordon,Out,Injury/Illness - Right Groin; Injury Maintenance
10/22/2022,IND,Trevelin Queen,Out,G League - Two-Way
10/22/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
10/22/2022,MIL,Pat Connaughton,Out,Injury/Illness - Right Calf; Strain
10/22/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury recovery
10/22/2022,HOU,Bruno Fernando,Out,Injury/Illness - Left Knee; Soreness
10/22/2022,IND,Kendall Brown,Out,G League - Two-Way
10/22/2022,MEM,Dillon Brooks,Questionable,Injury/Illness - Left Thigh; Soreness
10/22/2022,ORL,Gary Harris,Out,Injury/Illness - Left Knee; Injury recovery
10/22/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
10/23/2022,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Knee; Injury Recovery
10/23/2022,CHO,Terry Rozier,Doubtful,Injury/Illness - Right Ankle; Sprain
10/23/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
10/23/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
10/23/2022,LAL,Cole Swider,Out,Injury/Illness - Right Foot; Soreness
10/23/2022,MIN,Josh Minott,Out,G League - On Assignment
10/23/2022,NOP,E.J. Liddell,Out,Injury/Illness - Right Knee; ACL Injury Recovery
10/23/2022,OKC,Jalen Williams,Out,Injury/Illness - Right Orbital Bone; Fracture
10/23/2022,PHO,Ish Wainright,Out,Injury/Illness - Low Back; Pain
10/23/2022,POR,Trendon Watford,Out,Injury/Illness - Right Hip; Flexor Strain
10/23/2022,UTA,Micah Potter,Out,G League - Two-Way
10/23/2022,WAS,Corey Kispert,Out,Injury/Illness - Left Ankle; Left ankle sprain
10/23/2022,CHO,Cody Martin,Doubtful,Injury/Illness - Left Quad; Soreness
10/23/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
10/23/2022,GSW,Patrick Baldwin Jr.,Probable,Injury/Illness - Right Thumb; Sprain
10/23/2022,LAL,Dennis Schroder,Out,Injury/Illness - Right UCL; Repair
10/23/2022,MIN,Luka Garza,Out,G League - Two-Way
10/23/2022,NOP,Kira Lewis Jr.,Out,Injury/Illness - Right Knee; ACL Injury Recovery
10/23/2022,OKC,Chet Holmgren,Out,Injury/Illness - Right Foot; Surgery
10/23/2022,PHO,Landry Shamet,Probable,Injury/Illness - Left Hip; Strain
10/23/2022,POR,Olivier Sarr,Out,Injury/Illness - Right Wrist; Sprain
10/23/2022,UTA,Johnny Juzang,Out,G League - Two-Way
10/23/2022,WAS,Vernon Carey Jr.,Questionable,Injury/Illness - Head; Concussion protocol
10/23/2022,CHO,LaMelo Ball,Out,Injury/Illness - Left Ankle; Sprain
10/23/2022,CLE,Darius Garland,Out,Injury/Illness - Left Eye; Laceration
10/23/2022,LAL,Thomas Bryant,Out,Injury/Illness - Left UCL; Repair
10/23/2022,MIN,Kyle Anderson,Out,Injury/Illness - Back; Spasms
10/23/2022,NOP,Jaxson Hayes,Questionable,Injury/Illness - Left Elbow; UCL Tear
10/23/2022,OKC,Shai Gilgeous-Alexander,Questionable,Injury/Illness - Left Hip; Contusion
10/23/2022,PHO,Cameron Johnson,Questionable,Injury/Illness - Right Hip; Contusion
10/23/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
10/23/2022,UTA,Udoka Azubuike,Out,Injury/Illness - Right Ankle; Surgery
10/23/2022,CLE,Mamadi Diakite,Out,Not With Team
10/24/2022,BOS,Robert Williams III,Out,Injury/Illness - Left Knee; Surgery
10/24/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
10/24/2022,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/24/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
10/24/2022,HOU,TyTy Washington Jr.,Out,Injury/Illness - Left Knee; Sprain
10/24/2022,IND,Myles Turner,Out,Injury/Illness - Left Ankle; Sprain
10/24/2022,MEM,Ziaire Williams,Out,Injury/Illness - Right Knee; Soreness
10/24/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Impingement
10/24/2022,MIN,Austin Rivers,Out,Injury/Illness - Right Hip; Soreness
10/24/2022,NYK,Trevor Keels,Out,G League - Two-Way
10/24/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Sprain
10/24/2022,PHI,Michael Foster Jr.,Out,G League - Two-Way
10/24/2022,POR,Justise Winslow,Questionable,Injury/Illness - Right Ankle; Sprain
10/24/2022,SAS,Blake Wesley,Out,G League - On Assignment
10/24/2022,TOR,Otto Porter Jr.,Out,Injury/Illness - Left Hamstring; Strain
10/24/2022,UTA,Micah Potter,Out,G League - Two-Way
10/24/2022,BOS,Mfiondu Kabengele,Out,G League - Two-Way
10/24/2022,BRK,Markieff Morris,Out,Personal Reasons
10/24/2022,HOU,Jae'Sean Tate,Out,Injury/Illness - Left Ankle; Soreness
10/24/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Sore
10/24/2022,MEM,Jaren Jackson Jr.,Out,Injury/Illness - Right Foot; Surgery Recovery
10/24/2022,MIA,Victor Oladipo,Out,Injury/Illness - Left Knee; Tendinosis
10/24/2022,MIN,Josh Minott,Out,G League - On Assignment
10/24/2022,NYK,Feron Hunt,Out,G League - Two-Way
10/24/2022,ORL,Jalen Suggs,Out,Injury/Illness - Right Ankle; Sprain
10/24/2022,PHI,Julian Champagnie,Out,G League - Two-Way
10/24/2022,POR,Trendon Watford,Out,Injury/Illness - Right Hip; Flexor Strain
10/24/2022,SAS,Jordan Hall,Out,G League - Two-Way
10/24/2022,TOR,Scottie Barnes,Out,Injury/Illness - Right Ankle; Sprain
10/24/2022,UTA,Johnny Juzang,Out,G League - Two-Way
10/24/2022,BOS,Danilo Gallinari,Out,Injury/Illness - Left Knee; ACL Repair
10/24/2022,BRK,Seth Curry,Out,Injury/Illness - Left Ankle; Injury Recovery
10/24/2022,HOU,Alperen Sengun,Out,Injury/Illness - Illness; Illness
10/24/2022,IND,Trevelin Queen,Out,G League - Two-Way
10/24/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
10/24/2022,MIA,Caleb Martin,Out,League Suspension
10/24/2022,MIN,Luka Garza,Out,G League - Two-Way
10/24/2022,NYK,Quentin Grimes,Out,Injury/Illness - Left Foot; sore
10/24/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
10/24/2022,POR,Olivier Sarr,Out,Injury/Illness - Right Wrist; Sprain
10/24/2022,SAS,Malaki Branham,Out,G League - On Assignment
10/24/2022,UTA,Udoka Azubuike,Out,Injury/Illness - Right Ankle; Surgery
10/24/2022,BOS,JD Davison,Out,G League - Two-Way
10/24/2022,HOU,Bruno Fernando,Out,Injury/Illness - Left Knee; Soreness
10/24/2022,IND,Kendall Brown,Out,G League - Two-Way
10/24/2022,MEM,Dillon Brooks,Questionable,Injury/Illness - Left Thigh; Soreness
10/24/2022,MIA,Nikola Jovic,Out,League Suspension
10/24/2022,MIN,Kyle Anderson,Out,Injury/Illness - Back; Spasms
10/24/2022,ORL,Gary Harris,Out,Injury/Illness - Left Knee; Injury Recovery
10/24/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
10/24/2022,SAS,Charles Bassey,Out,G League - Two-Way
10/24/2022,HOU,Darius Days,Out,G League - Two-Way
10/24/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
10/24/2022,SAS,Dominick Barlow,Out,G League - Two-Way
10/25/2022,DAL,Frank Ntilikina,Out,Injury/Illness - Right Ankle; Effusion
10/25/2022,DET,Braxton Key,Out,G League - Two-Way
10/25/2022,GSW,Ryan Rollins,Out,G League - On Assignment
10/25/2022,NOP,Zion Williamson,Out,Injury/Illness - Right Posterior Hip / Low Back; Contusion
10/25/2022,OKC,Jalen Williams,Out,Injury/Illness - Right Orbital Bone; Fracture
10/25/2022,PHO,Ish Wainright,Out,Injury/Illness - Low Back; Pain
10/25/2022,WAS,Corey Kispert,Out,Injury/Illness - Left Ankle; Left ankle sprain
10/25/2022,DAL,Tim Hardaway Jr.,Out,Injury/Illness - Right Foot; Soreness
10/25/2022,DET,Alec Burks,Out,Injury/Illness - Left Navicular; Fracture
10/25/2022,GSW,Anthony Lamb,Out,G League - Two-Way
10/25/2022,NOP,E.J. Liddell,Out,Injury/Illness - Right Knee; ACL Injury Recovery
10/25/2022,OKC,Chet Holmgren,Out,Injury/Illness - Right Foot; Surgery
10/25/2022,PHO,Jae Crowder,Out,Not With Team
10/25/2022,DAL,Davis Bertans,Out,Injury/Illness - Right Knee; Effusion
10/25/2022,DET,Buddy Boeheim,Out,G League - Two-Way
10/25/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
10/25/2022,NOP,Kira Lewis Jr.,Out,Injury/Illness - Right Knee; ACL Injury Recovery
10/25/2022,OKC,Josh Giddey,Out,Injury/Illness - Right Ankle; Sprain
10/25/2022,DET,Marvin Bagley III,Out,Injury/Illness - Right Knee; Sprain
10/25/2022,GSW,Donte DiVincenzo,Out,Injury/Illness - Left Hamstring; Strain
10/25/2022,NOP,Herbert Jones,Out,Injury/Illness - Right Knee; Hyperextension
10/25/2022,GSW,Patrick Baldwin Jr.,Out,G League - On Assignment
10/25/2022,NOP,Brandon Ingram,Out,Injury/Illness - Concussion; Protocols
10/26/2022,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Knee; Injury Recovery
10/26/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
10/26/2022,CHO,Terry Rozier,Out,Injury/Illness - Right Ankle; Sprain
10/26/2022,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/26/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
10/26/2022,DEN,Michael Porter Jr.,Questionable,Injury/Illness - Lumbar Spine; Injury Management
10/26/2022,DET,Braxton Key,Out,G League - Two-Way
10/26/2022,HOU,TyTy Washington Jr.,Out,Injury/Illness - Left Knee; Sprain
10/26/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Sore
10/26/2022,LAL,Russell Westbrook,Doubtful,Injury/Illness - Left Hamstring; Soreness
10/26/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Impingement
10/26/2022,MIL,Khris Middleton,Out,Injury/Illness - Left Wrist; Ligament Surgery
10/26/2022,MIN,Josh Minott,Out,G League - On Assignment
10/26/2022,NYK,Quentin Grimes,Out,Injury/Illness - Left Foot; sore
10/26/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Sprain
10/26/2022,PHI,Michael Foster Jr.,Out,G League - Two-Way
10/26/2022,POR,Justise Winslow,Questionable,Injury/Illness - Right Ankle; Sprain
10/26/2022,SAS,Blake Wesley,Out,G League - On Assignment
10/26/2022,TOR,Otto Porter Jr.,Out,Injury/Illness - Left Hamstring; Strain
10/26/2022,UTA,Udoka Azubuike,Out,Injury/Illness - Right Ankle; Surgery
10/26/2022,BRK,Markieff Morris,Out,Personal Reasons
10/26/2022,CHO,Cody Martin,Out,Injury/Illness - Left Quad; Soreness
10/26/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
10/26/2022,DEN,Jeff Green,Probable,Injury/Illness - Left Finger; Sprain
10/26/2022,DET,Jaden Ivey,Out,Injury/Illness - Illness; Non-Covid Illness
10/26/2022,HOU,Jae'Sean Tate,Questionable,Injury/Illness - Left Ankle; Soreness
10/26/2022,LAL,Cole Swider,Out,G League - Two-Way
10/26/2022,MIA,Victor Oladipo,Out,Not With Team
10/26/2022,MIL,Joe Ingles,Out,Injury/Illness - Left Knee; ACL Surgery
10/26/2022,MIN,Luka Garza,Out,G League - Two-Way
10/26/2022,ORL,Jalen Suggs,Out,Injury/Illness - Right Ankle; Sprain
10/26/2022,PHI,Julian Champagnie,Out,G League - Two-Way
10/26/2022,POR,Trendon Watford,Out,Injury/Illness - Right Hip; Flexor Strain
10/26/2022,SAS,Devin Vassell,Out,Injury/Illness - Left Knee; Soreness
10/26/2022,TOR,Ron Harper Jr.,Out,G League - Two-Way
10/26/2022,BRK,Seth Curry,Out,Injury/Illness - Left Ankle; Injury Recovery
10/26/2022,CHO,LaMelo Ball,Out,Injury/Illness - Left Ankle; Sprain
10/26/2022,CLE,Isaiah Mobley,Out,G League - Two-Way
10/26/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
10/26/2022,DET,Alec Burks,Out,Injury/Illness - Left Navicular; Fracture
10/26/2022,HOU,Alperen Sengun,Out,Injury/Illness - Illness; Illness
10/26/2022,LAL,Dennis Schroder,Out,Injury/Illness - Right UCL; Repair
10/26/2022,MIL,A.J. Green,Out,G League - Two-Way
10/26/2022,MIN,Kyle Anderson,Out,Injury/Illness - Back; Spasms
10/26/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
10/26/2022,POR,Olivier Sarr,Out,Injury/Illness - Right Wrist; Sprain
10/26/2022,SAS,Joshua Primo,Out,Injury/Illness - Left Glute; Spasms
10/26/2022,TOR,Jeff Dowtin,Out,G League - Two-Way
10/26/2022,CLE,Darius Garland,Out,Injury/Illness - Left Eye; Laceration
10/26/2022,DET,Buddy Boeheim,Out,G League - Two-Way
10/26/2022,HOU,Bruno Fernando,Out,Injury/Illness - Left Knee; Soreness
10/26/2022,LAL,Scotty Pippen Jr.,Out,G League - Two-Way
10/26/2022,MIL,Pat Connaughton,Out,Injury/Illness - Right Calf; Strain
10/26/2022,ORL,Gary Harris,Out,Injury/Illness - Left Knee; Injury Recovery
10/26/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
10/26/2022,SAS,Malaki Branham,Out,G League - On Assignment
10/26/2022,DET,Marvin Bagley III,Out,Injury/Illness - Right Knee; Sprain
10/26/2022,HOU,Darius Days,Out,G League - Two-Way
10/26/2022,LAL,LeBron James,Probable,Injury/Illness - Left Foot; Soreness
10/26/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
10/26/2022,SAS,Charles Bassey,Out,G League - Two-Way
10/26/2022,LAL,Anthony Davis,Probable,Injury/Illness - Low Back; Tightness
10/26/2022,SAS,Dominick Barlow,Out,G League - Two-Way
10/26/2022,LAL,Thomas Bryant,Out,Injury/Illness - Left UCL; Repair
10/27/2022,BRK,Seth Curry,Out,Injury/Illness - Left Ankle; Injury Recovery
10/27/2022,BRK,Joe Harris,Out,Injury/Illness - Left Ankle; Injury Management
10/27/2022,BRK,Markieff Morris,Out,Personal Reasons
10/27/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
10/27/2022,DAL,Davis Bertans,Out,Injury/Illness - Right Knee; Effusion
