Date,StartTime_ET,AwayTeam,AwayABV,AwayPTS,HomeTeam,HomeABV,HomePTS,is_OT,Arena,AwayB2B,HomeB2B,cup_gm,pstszn_gm,rtrvd
2023-12-25,10:30p,Dallas Mavericks,DAL,128,Phoenix Suns,PHO,114,0,Footprint Center,0,0,0,0,0
2023-12-26,7:00p,Brooklyn Nets,BRK,118,Detroit Pistons,DET,112,0,Little Caesars Arena,0,0,0,0,0
2023-12-26,7:00p,Orlando Magic,ORL,127,Washington Wizards,WAS,119,0,Capital One Arena,0,0,0,0,0
2023-12-26,8:00p,Atlanta Hawks,ATL,113,Chicago Bulls,CHI,118,0,United Center,0,0,0,0,0
2023-12-26,8:00p,Indiana Pacers,IND,123,Houston Rockets,HOU,117,0,Toyota Center,0,0,0,0,0
2023-12-26,8:00p,Memphis Grizzlies,MEM,116,New Orleans Pelicans,NOP,115,1,Smoothie King Center,0,0,0,0,0
2023-12-26,8:00p,Minnesota Timberwolves,MIN,106,Oklahoma City Thunder,OKC,129,0,Paycom Center,0,0,0,0,0
2023-12-26,8:00p,Utah Jazz,UTA,130,San Antonio Spurs,SAS,118,0,Frost Bank Center,0,0,0,0,0
2023-12-26,10:00p,Sacramento Kings,SAC,113,Portland Trail Blazers,POR,130,0,Moda Center,0,0,0,0,0
2023-12-26,10:30p,Charlotte Hornets,CHO,104,Los Angeles Clippers,LAC,113,0,Crypto.com Arena,0,0,0,0,0
2023-12-27,7:00p,Philadelphia 76ers,PHI,112,Orlando Magic,ORL,92,0,Kia Center,0,1,0,0,0
2023-12-27,7:00p,Toronto Raptors,TOR,132,Washington Wizards,WAS,102,0,Capital One Arena,0,1,0,0,0
2023-12-27,7:30p,Milwaukee Bucks,MIL,144,Brooklyn Nets,BRK,122,0,Barclays Center,0,1,0,0,0
2023-12-27,8:00p,Phoenix Suns,PHO,129,Houston Rockets,HOU,113,0,Toyota Center,0,1,0,0,0
2023-12-27,8:00p,New York Knicks,NYK,120,Oklahoma City Thunder,OKC,129,0,Paycom Center,0,1,0,0,0
2023-12-27,8:30p,Cleveland Cavaliers,CLE,113,Dallas Mavericks,DAL,110,0,American Airlines Center,0,0,0,0,0
2023-12-28,7:30p,Detroit Pistons,DET,122,Boston Celtics,BOS,128,1,TD Garden,0,0,0,0,0
2023-12-28,8:00p,Indiana Pacers,IND,120,Chicago Bulls,CHI,104,0,United Center,0,0,0,0,0
2023-12-28,8:00p,Dallas Mavericks,DAL,110,Minnesota Timberwolves,MIN,118,0,Target Center,1,0,0,0,0
2023-12-28,8:00p,Utah Jazz,UTA,105,New Orleans Pelicans,NOP,112,0,Smoothie King Center,0,0,0,0,0
2023-12-28,9:00p,Memphis Grizzlies,MEM,105,Denver Nuggets,DEN,142,0,Ball Arena,0,0,0,0,0
2023-12-28,10:00p,Miami Heat,MIA,114,Golden State Warriors,GSW,102,0,Chase Center,0,0,0,0,0
2023-12-28,10:00p,San Antonio Spurs,SAS,118,Portland Trail Blazers,POR,105,0,Moda Center,0,0,0,0,0
2023-12-28,10:30p,Charlotte Hornets,CHO,112,Los Angeles Lakers,LAL,133,0,Crypto.com Arena,0,0,0,0,0
2023-12-29,7:00p,New York Knicks,NYK,108,Orlando Magic,ORL,117,0,Kia Center,0,0,0,0,0
2023-12-29,7:00p,Brooklyn Nets,BRK,104,Washington Wizards,WAS,110,0,Capital One Arena,0,0,0,0,0
2023-12-29,7:30p,Sacramento Kings,SAC,117,Atlanta Hawks,ATL,110,0,State Farm Arena,0,0,0,0,0
2023-12-29,7:30p,Toronto Raptors,TOR,118,Boston Celtics,BOS,120,0,TD Garden,0,1,0,0,0
2023-12-29,7:30p,Milwaukee Bucks,MIL,119,Cleveland Cavaliers,CLE,111,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2023-12-29,8:00p,Philadelphia 76ers,PHI,131,Houston Rockets,HOU,127,0,Toyota Center,0,0,0,0,0
2023-12-29,9:00p,Oklahoma City Thunder,OKC,119,Denver Nuggets,DEN,93,0,Ball Arena,0,1,0,0,0
2023-12-29,9:00p,Charlotte Hornets,CHO,119,Phoenix Suns,PHO,133,0,Footprint Center,1,0,0,0,0
2023-12-29,10:00p,San Antonio Spurs,SAS,128,Portland Trail Blazers,POR,134,0,Moda Center,1,1,0,0,0
2023-12-29,10:30p,Memphis Grizzlies,MEM,106,Los Angeles Clippers,LAC,117,0,Crypto.com Arena,1,0,0,0,0
2023-12-30,5:00p,Miami Heat,MIA,109,Utah Jazz,UTA,117,0,Delta Center,0,0,0,0,0
2023-12-30,6:00p,Toronto Raptors,TOR,127,Detroit Pistons,DET,129,0,Little Caesars Arena,1,0,0,0,0
2023-12-30,7:00p,New York Knicks,NYK,126,Indiana Pacers,IND,140,0,Gainbridge Fieldhouse,1,0,0,0,0
2023-12-30,8:00p,Philadelphia 76ers,PHI,92,Chicago Bulls,CHI,105,0,United Center,1,0,0,0,0
2023-12-30,8:00p,Los Angeles Lakers,LAL,106,Minnesota Timberwolves,MIN,108,0,Target Center,0,0,0,0,0
2023-12-30,8:30p,Dallas Mavericks,DAL,132,Golden State Warriors,GSW,122,0,Chase Center,0,0,0,0,0
2023-12-31,3:00p,Atlanta Hawks,ATL,130,Washington Wizards,WAS,126,0,Capital One Arena,0,0,0,0,0
2023-12-31,7:00p,Los Angeles Lakers,LAL,109,New Orleans Pelicans,NOP,129,0,Smoothie King Center,1,0,0,0,0
2023-12-31,7:00p,Brooklyn Nets,BRK,108,Oklahoma City Thunder,OKC,124,0,Paycom Center,0,0,0,0,0
2023-12-31,7:00p,Boston Celtics,BOS,134,San Antonio Spurs,SAS,101,0,Frost Bank Center,0,0,0,0,0
2023-12-31,8:00p,Sacramento Kings,SAC,123,Memphis Grizzlies,MEM,92,0,FedEx Forum,0,0,0,0,0
2023-12-31,8:00p,Orlando Magic,ORL,107,Phoenix Suns,PHO,112,0,Footprint Center,0,0,0,0,0
2024-01-01,3:00p,Minnesota Timberwolves,MIN,106,New York Knicks,NYK,112,0,Madison Square Garden (IV),0,0,0,0,0
2024-01-01,7:30p,Cleveland Cavaliers,CLE,121,Toronto Raptors,TOR,124,0,Scotiabank Arena,0,0,0,0,0
2024-01-01,8:00p,Detroit Pistons,DET,113,Houston Rockets,HOU,136,0,Toyota Center,0,0,0,0,0
2024-01-01,8:00p,Indiana Pacers,IND,122,Milwaukee Bucks,MIL,113,0,Fiserv Forum,0,0,0,0,0
2024-01-01,9:00p,Charlotte Hornets,CHO,93,Denver Nuggets,DEN,111,0,Ball Arena,0,0,0,0,0
2024-01-01,9:00p,Portland Trail Blazers,POR,88,Phoenix Suns,PHO,109,0,Footprint Center,0,1,0,0,0
2024-01-01,9:00p,Dallas Mavericks,DAL,90,Utah Jazz,UTA,127,0,Delta Center,0,0,0,0,0
2024-01-01,10:30p,Miami Heat,MIA,104,Los Angeles Clippers,LAC,121,0,Crypto.com Arena,0,0,0,0,0
2024-01-02,7:00p,Chicago Bulls,CHI,97,Philadelphia 76ers,PHI,110,0,Wells Fargo Center,0,0,0,0,0
2024-01-02,8:00p,San Antonio Spurs,SAS,98,Memphis Grizzlies,MEM,106,0,FedEx Forum,0,0,0,0,0
2024-01-02,8:00p,Brooklyn Nets,BRK,85,New Orleans Pelicans,NOP,112,0,Smoothie King Center,0,0,0,0,0
2024-01-02,8:00p,Boston Celtics,BOS,123,Oklahoma City Thunder,OKC,127,0,Paycom Center,0,0,0,0,0
2024-01-02,10:00p,Orlando Magic,ORL,115,Golden State Warriors,GSW,121,0,Chase Center,0,0,0,0,0
2024-01-02,10:00p,Charlotte Hornets,CHO,111,Sacramento Kings,SAC,104,0,Golden 1 Center,1,0,0,0,0
2024-01-03,7:00p,Washington Wizards,WAS,101,Cleveland Cavaliers,CLE,140,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2024-01-03,7:00p,Milwaukee Bucks,MIL,130,Indiana Pacers,IND,142,0,Gainbridge Fieldhouse,0,0,0,0,0
2024-01-03,7:30p,Oklahoma City Thunder,OKC,138,Atlanta Hawks,ATL,141,0,State Farm Arena,1,0,0,0,0
2024-01-03,8:00p,Brooklyn Nets,BRK,101,Houston Rockets,HOU,112,0,Toyota Center,1,0,0,0,0
2024-01-03,8:00p,Toronto Raptors,TOR,116,Memphis Grizzlies,MEM,111,0,FedEx Forum,0,1,0,0,0
2024-01-03,8:00p,New Orleans Pelicans,NOP,117,Minnesota Timberwolves,MIN,106,0,Target Center,1,0,0,0,0
2024-01-03,8:30p,Portland Trail Blazers,POR,97,Dallas Mavericks,DAL,126,0,American Airlines Center,0,0,0,0,0
2024-01-03,8:30p,Chicago Bulls,CHI,100,New York Knicks,NYK,116,0,Madison Square Garden (IV),1,0,0,0,0
2024-01-03,9:00p,Los Angeles Clippers,LAC,131,Phoenix Suns,PHO,122,0,Footprint Center,0,0,0,0,0
2024-01-03,9:00p,Detroit Pistons,DET,148,Utah Jazz,UTA,154,1,Delta Center,0,0,0,0,0
2024-01-03,10:00p,Miami Heat,MIA,110,Los Angeles Lakers,LAL,96,0,Crypto.com Arena,0,0,0,0,0
2024-01-03,10:00p,Orlando Magic,ORL,135,Sacramento Kings,SAC,138,2,Golden 1 Center,1,1,0,0,0
2024-01-04,7:30p,Milwaukee Bucks,MIL,125,San Antonio Spurs,SAS,121,0,Frost Bank Center,1,0,0,0,0
2024-01-04,10:00p,Denver Nuggets,DEN,130,Golden State Warriors,GSW,127,0,Chase Center,0,0,0,0,0
2024-01-05,7:00p,Utah Jazz,UTA,97,Boston Celtics,BOS,126,0,TD Garden,0,0,0,0,0
2024-01-05,7:00p,Atlanta Hawks,ATL,116,Indiana Pacers,IND,150,0,Gainbridge Fieldhouse,0,0,0,0,0
2024-01-05,7:30p,Oklahoma City Thunder,OKC,115,Brooklyn Nets,BRK,124,0,Barclays Center,0,0,0,0,0
2024-01-05,7:30p,Washington Wizards,WAS,90,Cleveland Cavaliers,CLE,114,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2024-01-05,7:30p,New York Knicks,NYK,128,Philadelphia 76ers,PHI,92,0,Wells Fargo Center,0,0,0,0,0
2024-01-05,8:00p,Charlotte Hornets,CHO,91,Chicago Bulls,CHI,104,0,United Center,0,0,0,0,0
2024-01-05,8:00p,Minnesota Timberwolves,MIN,122,Houston Rockets,HOU,95,0,Toyota Center,0,0,0,0,0
2024-01-05,8:00p,Los Angeles Clippers,LAC,111,New Orleans Pelicans,NOP,95,0,Smoothie King Center,0,0,0,0,0
2024-01-05,8:30p,Portland Trail Blazers,POR,103,Dallas Mavericks,DAL,139,0,American Airlines Center,0,0,0,0,0
2024-01-05,9:00p,Orlando Magic,ORL,122,Denver Nuggets,DEN,120,0,Ball Arena,0,1,0,0,0
2024-01-05,9:00p,Miami Heat,MIA,97,Phoenix Suns,PHO,113,0,Footprint Center,0,0,0,0,0
2024-01-05,10:00p,Detroit Pistons,DET,109,Golden State Warriors,GSW,113,0,Chase Center,0,1,0,0,0
2024-01-05,10:00p,Memphis Grizzlies,MEM,127,Los Angeles Lakers,LAL,113,0,Crypto.com Arena,0,0,0,0,0
2024-01-05,10:00p,Toronto Raptors,TOR,130,Sacramento Kings,SAC,135,0,Golden 1 Center,0,0,0,0,0
2024-01-06,7:00p,Boston Celtics,BOS,118,Indiana Pacers,IND,101,0,Gainbridge Fieldhouse,1,1,0,0,0
2024-01-06,7:00p,New York Knicks,NYK,121,Washington Wizards,WAS,105,0,Capital One Arena,1,1,0,0,0
2024-01-06,7:30p,Utah Jazz,UTA,120,Philadelphia 76ers,PHI,109,0,Wells Fargo Center,1,1,0,0,0
2024-01-06,8:00p,Milwaukee Bucks,MIL,108,Houston Rockets,HOU,112,0,Toyota Center,0,1,0,0,0
2024-01-07,1:00p,San Antonio Spurs,SAS,115,Cleveland Cavaliers,CLE,117,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2024-01-07,3:00p,Portland Trail Blazers,POR,134,Brooklyn Nets,BRK,127,1,Barclays Center,0,0,0,0,0
2024-01-07,6:00p,Atlanta Hawks,ATL,110,Orlando Magic,ORL,117,1,Kia Center,0,0,0,0,0
2024-01-07,6:00p,New Orleans Pelicans,NOP,133,Sacramento Kings,SAC,100,0,Golden 1 Center,0,0,0,0,0
2024-01-07,7:30p,Minnesota Timberwolves,MIN,108,Dallas Mavericks,DAL,115,0,American Airlines Center,0,0,0,0,0
2024-01-07,8:00p,Detroit Pistons,DET,114,Denver Nuggets,DEN,131,0,Ball Arena,0,0,0,0,0
2024-01-07,8:00p,Memphis Grizzlies,MEM,121,Phoenix Suns,PHO,115,0,Footprint Center,0,0,0,0,0
2024-01-07,8:30p,Toronto Raptors,TOR,133,Golden State Warriors,GSW,118,0,Chase Center,0,0,0,0,0
2024-01-07,9:30p,Los Angeles Clippers,LAC,103,Los Angeles Lakers,LAL,106,0,Crypto.com Arena,0,0,0,0,0
2024-01-08,7:00p,Chicago Bulls,CHI,119,Charlotte Hornets,CHO,112,1,Spectrum Center,0,0,0,0,0
2024-01-08,7:00p,Boston Celtics,BOS,131,Indiana Pacers,IND,133,0,Gainbridge Fieldhouse,0,0,0,0,0
2024-01-08,7:00p,Oklahoma City Thunder,OKC,136,Washington Wizards,WAS,128,0,Capital One Arena,0,0,0,0,0
2024-01-08,7:30p,Houston Rockets,HOU,113,Miami Heat,MIA,120,0,Kaseya Center,0,0,0,0,0
2024-01-08,8:00p,Utah Jazz,UTA,132,Milwaukee Bucks,MIL,116,0,Fiserv Forum,0,0,0,0,0
2024-01-08,10:30p,Phoenix Suns,PHO,111,Los Angeles Clippers,LAC,138,0,Crypto.com Arena,1,1,0,0,0
2024-01-09,7:00p,Sacramento Kings,SAC,131,Detroit Pistons,DET,110,0,Little Caesars Arena,0,0,0,0,0
2024-01-09,7:00p,Minnesota Timberwolves,MIN,113,Orlando Magic,ORL,92,0,Kia Center,0,0,0,0,0
2024-01-09,7:30p,Portland Trail Blazers,POR,84,New York Knicks,NYK,112,0,Madison Square Garden (IV),0,0,0,0,0
2024-01-09,8:30p,Memphis Grizzlies,MEM,120,Dallas Mavericks,DAL,103,0,American Airlines Center,0,0,0,0,0
2024-01-09,10:30p,Toronto Raptors,TOR,131,Los Angeles Lakers,LAL,132,0,Crypto.com Arena,0,0,0,0,0
2024-01-10,7:00p,Minnesota Timberwolves,MIN,120,Boston Celtics,BOS,127,1,TD Garden,1,0,0,0,0
2024-01-10,7:00p,Sacramento Kings,SAC,123,Charlotte Hornets,CHO,98,0,Spectrum Center,1,0,0,0,0
2024-01-10,7:00p,San Antonio Spurs,SAS,130,Detroit Pistons,DET,108,0,Little Caesars Arena,0,1,0,0,0
2024-01-10,7:00p,Washington Wizards,WAS,104,Indiana Pacers,IND,112,0,Gainbridge Fieldhouse,0,0,0,0,0
2024-01-10,7:30p,Philadelphia 76ers,PHI,132,Atlanta Hawks,ATL,139,1,State Farm Arena,0,0,0,0,0
2024-01-10,7:30p,Oklahoma City Thunder,OKC,128,Miami Heat,MIA,120,0,Kaseya Center,0,0,0,0,0
2024-01-10,8:00p,Houston Rockets,HOU,119,Chicago Bulls,CHI,124,1,United Center,0,0,0,0,0
2024-01-10,8:30p,New Orleans Pelicans,NOP,141,Golden State Warriors,GSW,105,0,Chase Center,0,0,0,0,0
2024-01-10,10:00p,Denver Nuggets,DEN,111,Utah Jazz,UTA,124,0,Delta Center,0,0,0,0,0
2024-01-10,10:30p,Toronto Raptors,TOR,120,Los Angeles Clippers,LAC,126,0,Crypto.com Arena,1,0,0,0,0
2024-01-11,2:00p,Brooklyn Nets,BRK,102,Cleveland Cavaliers,CLE,111,0,AccorHotels Arena,0,0,0,0,0
2024-01-11,7:30p,Boston Celtics,BOS,102,Milwaukee Bucks,MIL,135,0,Fiserv Forum,1,0,0,0,0
2024-01-11,8:00p,Portland Trail Blazers,POR,77,Oklahoma City Thunder,OKC,139,0,Paycom Center,0,1,0,0,0
2024-01-11,8:30p,New York Knicks,NYK,124,Dallas Mavericks,DAL,128,0,American Airlines Center,0,0,0,0,0
2024-01-11,10:00p,Phoenix Suns,PHO,127,Los Angeles Lakers,LAL,109,0,Crypto.com Arena,0,0,0,0,0
2024-01-12,7:30p,Indiana Pacers,IND,126,Atlanta Hawks,ATL,108,0,State Farm Arena,0,0,0,0,0
2024-01-12,7:30p,Houston Rockets,HOU,112,Detroit Pistons,DET,110,0,Little Caesars Arena,0,0,0,0,0
2024-01-12,7:30p,Sacramento Kings,SAC,93,Philadelphia 76ers,PHI,112,0,Wells Fargo Center,0,0,0,0,0
2024-01-12,8:00p,Golden State Warriors,GSW,140,Chicago Bulls,CHI,131,0,United Center,0,0,0,0,0
2024-01-12,8:00p,Los Angeles Clippers,LAC,128,Memphis Grizzlies,MEM,119,0,FedEx Forum,0,0,0,0,0
2024-01-12,8:00p,Orlando Magic,ORL,96,Miami Heat,MIA,99,0,Kaseya Center,0,0,0,0,0
2024-01-12,8:00p,Portland Trail Blazers,POR,93,Minnesota Timberwolves,MIN,116,0,Target Center,1,0,0,0,0
2024-01-12,8:00p,Charlotte Hornets,CHO,99,San Antonio Spurs,SAS,135,0,Frost Bank Center,0,0,0,0,0
2024-01-12,9:30p,Toronto Raptors,TOR,113,Utah Jazz,UTA,145,0,Delta Center,0,0,0,0,0
2024-01-12,10:00p,New Orleans Pelicans,NOP,113,Denver Nuggets,DEN,125,0,Ball Arena,0,0,0,0,0
2024-01-13,7:00p,Houston Rockets,HOU,113,Boston Celtics,BOS,145,0,TD Garden,1,0,0,0,0
2024-01-13,7:30p,Washington Wizards,WAS,127,Atlanta Hawks,ATL,99,0,State Farm Arena,0,1,0,0,0
2024-01-13,8:00p,New York Knicks,NYK,106,Memphis Grizzlies,MEM,94,0,FedEx Forum,0,1,0,0,0
2024-01-13,8:00p,Golden State Warriors,GSW,118,Milwaukee Bucks,MIL,129,0,Fiserv Forum,1,0,0,0,0
2024-01-13,8:00p,Orlando Magic,ORL,100,Oklahoma City Thunder,OKC,112,0,Paycom Center,1,0,0,0,0
2024-01-13,8:30p,New Orleans Pelicans,NOP,118,Dallas Mavericks,DAL,108,0,American Airlines Center,1,0,0,0,0
2024-01-13,8:30p,Chicago Bulls,CHI,122,San Antonio Spurs,SAS,116,0,Frost Bank Center,1,1,0,0,0
2024-01-13,9:30p,Los Angeles Lakers,LAL,125,Utah Jazz,UTA,132,0,Delta Center,0,1,0,0,0
2024-01-14,3:30p,Indiana Pacers,IND,109,Denver Nuggets,DEN,117,0,Ball Arena,0,0,0,0,0
2024-01-14,6:00p,Charlotte Hornets,CHO,87,Miami Heat,MIA,104,0,Kaseya Center,0,0,0,0,0
2024-01-14,7:00p,Sacramento Kings,SAC,142,Milwaukee Bucks,MIL,143,1,Fiserv Forum,0,1,0,0,0
2024-01-14,7:00p,Los Angeles Clippers,LAC,105,Minnesota Timberwolves,MIN,109,0,Target Center,0,0,0,0,0
2024-01-14,9:00p,Phoenix Suns,PHO,127,Portland Trail Blazers,POR,116,0,Moda Center,0,0,0,0,0
2024-01-15,1:00p,Houston Rockets,HOU,115,Philadelphia 76ers,PHI,124,0,Wells Fargo Center,0,0,0,0,0
2024-01-15,2:30p,New Orleans Pelicans,NOP,120,Dallas Mavericks,DAL,125,0,American Airlines Center,0,0,0,0,0
2024-01-15,3:00p,Orlando Magic,ORL,98,New York Knicks,NYK,94,0,Madison Square Garden (IV),0,0,0,0,0
2024-01-15,3:00p,Detroit Pistons,DET,129,Washington Wizards,WAS,117,0,Capital One Arena,0,0,0,0,0
2024-01-15,3:30p,San Antonio Spurs,SAS,99,Atlanta Hawks,ATL,109,0,State Farm Arena,0,0,0,0,0
2024-01-15,6:00p,Golden State Warriors,GSW,107,Memphis Grizzlies,MEM,116,0,FedEx Forum,0,0,0,0,0
2024-01-15,7:00p,Chicago Bulls,CHI,91,Cleveland Cavaliers,CLE,109,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2024-01-15,7:30p,Miami Heat,MIA,96,Brooklyn Nets,BRK,95,1,Barclays Center,1,0,0,0,0
2024-01-15,7:30p,Boston Celtics,BOS,105,Toronto Raptors,TOR,96,0,Scotiabank Arena,0,0,0,0,0
2024-01-15,9:00p,Indiana Pacers,IND,105,Utah Jazz,UTA,132,0,Delta Center,1,0,0,0,0
2024-01-15,10:30p,Oklahoma City Thunder,OKC,105,Los Angeles Lakers,LAL,112,0,Crypto.com Arena,0,0,0,0,0
2024-01-16,7:30p,Denver Nuggets,DEN,121,Philadelphia 76ers,PHI,126,0,Wells Fargo Center,0,1,0,0,0
2024-01-16,9:00p,Sacramento Kings,SAC,117,Phoenix Suns,PHO,119,0,Footprint Center,0,0,0,0,0
2024-01-16,10:00p,Oklahoma City Thunder,OKC,117,Los Angeles Clippers,LAC,128,0,Crypto.com Arena,1,0,0,0,0
2024-01-17,7:00p,Minnesota Timberwolves,MIN,124,Detroit Pistons,DET,117,0,Little Caesars Arena,0,0,0,0,0
2024-01-17,7:30p,Orlando Magic,ORL,104,Atlanta Hawks,ATL,106,0,State Farm Arena,0,0,0,0,0
2024-01-17,7:30p,San Antonio Spurs,SAS,98,Boston Celtics,BOS,117,0,TD Garden,0,0,0,0,0
2024-01-17,7:30p,Milwaukee Bucks,MIL,95,Cleveland Cavaliers,CLE,135,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2024-01-17,7:30p,Houston Rockets,HOU,94,New York Knicks,NYK,109,0,Madison Square Garden (IV),0,0,0,0,0
2024-01-17,7:30p,Miami Heat,MIA,97,Toronto Raptors,TOR,121,0,Scotiabank Arena,0,0,0,0,0
2024-01-17,8:00p,Charlotte Hornets,CHO,112,New Orleans Pelicans,NOP,132,0,Smoothie King Center,0,0,0,0,0
2024-01-17,8:30p,Dallas Mavericks,DAL,110,Los Angeles Lakers,LAL,127,0,Crypto.com Arena,0,0,0,0,0
2024-01-17,10:00p,Brooklyn Nets,BRK,103,Portland Trail Blazers,POR,105,0,Moda Center,0,0,0,0,0
2024-01-18,7:30p,Washington Wizards,WAS,109,New York Knicks,NYK,113,0,Madison Square Garden (IV),0,1,0,0,0
2024-01-18,7:30p,Chicago Bulls,CHI,116,Toronto Raptors,TOR,110,0,Scotiabank Arena,0,1,0,0,0
2024-01-18,9:00p,Oklahoma City Thunder,OKC,134,Utah Jazz,UTA,129,0,Delta Center,0,0,0,0,0
2024-01-18,10:00p,Memphis Grizzlies,MEM,103,Minnesota Timberwolves,MIN,118,0,Target Center,0,1,0,0,0
2024-01-18,10:00p,Indiana Pacers,IND,126,Sacramento Kings,SAC,121,0,Golden 1 Center,0,0,0,0,0
2024-01-19,7:00p,San Antonio Spurs,SAS,120,Charlotte Hornets,CHO,124,0,Spectrum Center,0,0,0,0,0
2024-01-19,7:00p,Philadelphia 76ers,PHI,124,Orlando Magic,ORL,109,0,Kia Center,0,0,0,0,0
2024-01-19,7:30p,Denver Nuggets,DEN,102,Boston Celtics,BOS,100,0,TD Garden,0,0,0,0,0
2024-01-19,8:00p,Atlanta Hawks,ATL,109,Miami Heat,MIA,108,0,Kaseya Center,0,0,0,0,0
2024-01-19,8:00p,Phoenix Suns,PHO,123,New Orleans Pelicans,NOP,109,0,Smoothie King Center,0,0,0,0,0
2024-01-19,10:00p,Indiana Pacers,IND,115,Portland Trail Blazers,POR,118,0,Moda Center,1,0,0,0,0
2024-01-19,10:30p,Brooklyn Nets,BRK,130,Los Angeles Lakers,LAL,112,0,Crypto.com Arena,0,0,0,0,0
2024-01-20,3:00p,Milwaukee Bucks,MIL,141,Detroit Pistons,DET,135,0,Little Caesars Arena,0,0,0,0,0
2024-01-20,7:00p,Philadelphia 76ers,PHI,97,Charlotte Hornets,CHO,89,0,Spectrum Center,1,1,0,0,0
2024-01-20,7:00p,San Antonio Spurs,SAS,131,Washington Wizards,WAS,127,0,Capital One Arena,1,0,0,0,0
2024-01-20,7:30p,Cleveland Cavaliers,CLE,116,Atlanta Hawks,ATL,95,0,State Farm Arena,0,1,0,0,0
2024-01-20,7:30p,Toronto Raptors,TOR,100,New York Knicks,NYK,126,0,Madison Square Garden (IV),0,0,0,0,0
2024-01-20,8:00p,Memphis Grizzlies,MEM,96,Chicago Bulls,CHI,125,0,United Center,0,0,0,0,0
2024-01-20,8:00p,Utah Jazz,UTA,126,Houston Rockets,HOU,127,1,Toyota Center,0,0,0,0,0
2024-01-20,8:00p,Oklahoma City Thunder,OKC,102,Minnesota Timberwolves,MIN,97,0,Target Center,0,0,0,0,0
2024-01-21,3:30p,Brooklyn Nets,BRK,114,Los Angeles Clippers,LAC,125,0,Crypto.com Arena,0,0,0,0,0
2024-01-21,6:00p,Miami Heat,MIA,87,Orlando Magic,ORL,105,0,Kia Center,0,0,0,0,0
2024-01-21,6:00p,Denver Nuggets,DEN,113,Washington Wizards,WAS,104,0,Capital One Arena,0,1,0,0,0
2024-01-21,7:00p,Boston Celtics,BOS,116,Houston Rockets,HOU,107,0,Toyota Center,0,1,0,0,0
2024-01-21,8:00p,Indiana Pacers,IND,110,Phoenix Suns,PHO,117,0,Footprint Center,0,0,0,0,0
2024-01-21,10:00p,Portland Trail Blazers,POR,110,Los Angeles Lakers,LAL,134,0,Crypto.com Arena,0,0,0,0,0
2024-01-22,7:00p,Milwaukee Bucks,MIL,122,Detroit Pistons,DET,113,0,Little Caesars Arena,0,0,0,0,0
2024-01-22,7:00p,Cleveland Cavaliers,CLE,126,Orlando Magic,ORL,99,0,Kia Center,0,1,0,0,0
2024-01-22,7:00p,San Antonio Spurs,SAS,123,Philadelphia 76ers,PHI,133,0,Wells Fargo Center,0,0,0,0,0
2024-01-22,7:30p,Memphis Grizzlies,MEM,108,Toronto Raptors,TOR,100,0,Scotiabank Arena,0,0,0,0,0
2024-01-22,8:00p,Charlotte Hornets,CHO,128,Minnesota Timberwolves,MIN,125,0,Target Center,0,0,0,0,0
2024-01-22,8:30p,Boston Celtics,BOS,119,Dallas Mavericks,DAL,110,0,American Airlines Center,1,0,0,0,0
2024-01-22,9:00p,Chicago Bulls,CHI,113,Phoenix Suns,PHO,115,0,Footprint Center,0,1,0,0,0
2024-01-22,10:00p,Atlanta Hawks,ATL,107,Sacramento Kings,SAC,122,0,Golden 1 Center,0,0,0,0,0
2024-01-23,7:00p,Denver Nuggets,DEN,114,Indiana Pacers,IND,109,0,Gainbridge Fieldhouse,0,0,0,0,0
2024-01-23,7:30p,New York Knicks,NYK,108,Brooklyn Nets,BRK,103,0,Barclays Center,0,0,0,0,0
2024-01-23,8:00p,Utah Jazz,UTA,124,New Orleans Pelicans,NOP,153,0,Smoothie King Center,0,0,0,0,0
2024-01-23,8:00p,Portland Trail Blazers,POR,109,Oklahoma City Thunder,OKC,111,0,Paycom Center,0,0,0,0,0
2024-01-23,10:00p,Los Angeles Lakers,LAL,116,Los Angeles Clippers,LAC,127,0,Crypto.com Arena,0,0,0,0,0
2024-01-24,7:00p,Charlotte Hornets,CHO,106,Detroit Pistons,DET,113,0,Little Caesars Arena,0,0,0,0,0
2024-01-24,7:00p,Minnesota Timberwolves,MIN,118,Washington Wizards,WAS,107,0,Capital One Arena,0,0,0,0,0
2024-01-24,7:30p,Memphis Grizzlies,MEM,105,Miami Heat,MIA,96,0,Kaseya Center,0,0,0,0,0
2024-01-24,8:00p,Portland Trail Blazers,POR,137,Houston Rockets,HOU,131,1,Toyota Center,1,0,0,0,0
2024-01-24,8:00p,Cleveland Cavaliers,CLE,116,Milwaukee Bucks,MIL,126,0,Fiserv Forum,0,0,0,0,0
2024-01-24,8:30p,Phoenix Suns,PHO,132,Dallas Mavericks,DAL,109,0,American Airlines Center,0,0,0,0,0
2024-01-24,9:30p,Oklahoma City Thunder,OKC,140,San Antonio Spurs,SAS,114,0,Frost Bank Center,1,0,0,0,0
