Date,Team,B2B,Player,Opp,Off_PTS,Off_L5_PTS,AVG_PTS_H2H,Def_PTS,Def_L5_PTS
10/22/2024,BOS,0,Neemias Queta,NYK,0.0,0.0,,7.5,7.5
10/23/2024,MIL,0,Damian Lillard,PHI,30.0,30.0,27.5,30.0,30.0
10/23/2024,DET,0,Cade Cunningham,IND,28.0,28.0,26.166666666666668,28.0,28.0
10/23/2024,PHI,0,Tyrese Maxey,MIL,25.0,25.0,24.83333333333333,19.0,19.0
10/23/2024,LAC,0,James Harden,PHO,29.0,29.0,17.5,17.0,17.0
10/23/2024,POR,0,Scoot Henderson,GSW,22.0,22.0,15.0,22.0,22.0
10/23/2024,MIA,0,Terry Rozier,ORL,19.0,19.0,19.0,19.0,19.0
10/23/2024,GSW,0,Stephen Curry,POR,17.0,17.0,20.8,17.0,17.0
10/23/2024,NOP,0,Dejounte Murray,CHI,14.0,14.0,19.0,18.5,18.5
10/23/2024,PHI,0,Kyle Lowry,MIL,13.0,13.0,11.4,19.0,19.0
10/23/2024,IND,0,Tyrese Haliburton,DET,15.0,15.0,20.666666666666668,15.0,15.0
10/23/2024,IND,0,T.J. McConnell,DET,14.0,14.0,8.833333333333334,15.0,15.0
10/23/2024,CHI,0,Josh Giddey,NOP,14.0,14.0,12.77777777777778,14.0,14.0
10/23/2024,UTA,0,Keyonte George,MEM,12.0,12.0,9.0,12.0,12.0
10/23/2024,BRK,0,Dennis Schroder,ATL,13.0,13.0,14.5,9.5,9.5
10/23/2024,TOR,0,Immanuel Quickley,CLE,13.0,13.0,13.142857142857142,9.0,9.0
10/23/2024,ORL,0,Jalen Suggs,MIA,11.0,11.0,7.6,10.0,10.0
10/23/2024,LAC,0,Kris Dunn,PHO,5.0,5.0,3.6,17.0,17.0
10/23/2024,MIL,0,Delon Wright,PHI,2.0,2.0,2.833333333333333,30.0,30.0
10/23/2024,ORL,0,Anthony Black,MIA,10.0,10.0,4.2,10.0,10.0
10/23/2024,DET,0,Marcus Sasser,IND,2.0,2.0,3.4,28.0,28.0
10/23/2024,NOP,0,Jose Alvarado,CHI,3.0,3.0,6.2,18.5,18.5
10/23/2024,PHO,0,Monte Morris,LAC,5.0,5.0,4.0,11.0,11.0
10/23/2024,TOR,0,Davion Mitchell,CLE,8.0,8.0,4.25,9.0,9.0
10/23/2024,CLE,0,Darius Garland,TOR,7.0,7.0,12.8,7.0,7.0
10/23/2024,LAC,0,Bones Hyland,PHO,0.0,0.0,8.8,17.0,17.0
10/23/2024,HOU,0,Aaron Holiday,CHO,0.0,0.0,4.5,14.0,14.0
10/23/2024,UTA,0,Patty Mills,MEM,0.0,0.0,2.5,12.0,12.0
10/23/2024,ORL,0,Cole Anthony,MIA,0.0,0.0,6.8,10.0,10.0
10/23/2024,ATL,0,Trae Young,BRK,30.0,30.0,,30.0,30.0
10/23/2024,CHO,0,LaMelo Ball,HOU,34.0,34.0,,29.0,29.0
10/23/2024,CHO,0,Tre Mann,HOU,24.0,24.0,,29.0,29.0
10/23/2024,NOP,0,CJ McCollum,CHI,23.0,23.0,,18.5,18.5
10/23/2024,MEM,0,Ja Morant,UTA,22.0,22.0,,13.0,13.0
10/23/2024,HOU,0,Fred VanVleet,CHO,14.0,14.0,,14.0,14.0
10/23/2024,CHO,0,Vasilije Micic,HOU,5.0,5.0,,29.0,29.0
10/23/2024,MEM,0,Marcus Smart,UTA,11.0,11.0,,13.0,13.0
10/23/2024,PHO,0,Tyus Jones,LAC,11.0,11.0,,11.0,11.0
10/23/2024,ATL,0,Vit Krejci,BRK,3.0,3.0,,30.0,30.0
10/23/2024,POR,0,Dalano Banton,GSW,3.0,3.0,,22.0,22.0
10/23/2024,ATL,0,Keaton Wallace,BRK,0.0,0.0,,30.0,30.0
10/23/2024,MEM,0,Scotty Pippen Jr.,UTA,6.0,6.0,,13.0,13.0
10/23/2024,MIL,0,Ryan Rollins,PHI,0.0,0.0,,30.0,30.0
10/23/2024,CHI,0,Lonzo Ball,NOP,5.0,5.0,,14.0,14.0
10/23/2024,CHO,0,KJ Simpson,HOU,0.0,0.0,,29.0,29.0
10/23/2024,DET,0,Daniss Jenkins,IND,0.0,0.0,,28.0,28.0
10/23/2024,TOR,0,Jamal Shead,CLE,10.0,10.0,,9.0,9.0
10/23/2024,BRK,0,Ben Simmons,ATL,6.0,6.0,,9.5,9.5
10/23/2024,HOU,0,Reed Sheppard,CHO,4.0,4.0,,14.0,14.0
10/23/2024,PHI,0,Jeff Dowtin Jr.,MIL,0.0,0.0,,19.0,19.0
10/23/2024,PHI,0,Reggie Jackson,MIL,0.0,0.0,,19.0,19.0
10/23/2024,IND,0,Quenton Jackson,DET,0.0,0.0,,15.0,15.0
10/23/2024,CHI,0,Jevon Carter,NOP,0.0,0.0,,14.0,14.0
10/23/2024,MEM,0,Yuki Kawamura,UTA,0.0,0.0,,13.0,13.0
10/23/2024,CLE,0,Craig Porter Jr.,TOR,4.0,4.0,,7.0,7.0
10/23/2024,ORL,0,Cory Joseph,MIA,0.0,0.0,,10.0,10.0
10/23/2024,BRK,0,Cam Thomas,ATL,36.0,36.0,10.5,36.0,36.0
10/23/2024,PHO,0,Bradley Beal,LAC,24.0,24.0,21.0,15.666666666666666,15.666666666666666
10/23/2024,MEM,0,Desmond Bane,UTA,24.0,24.0,26.2,15.0,15.0
10/23/2024,CLE,0,Donovan Mitchell,TOR,21.0,21.0,18.5,12.666666666666666,12.666666666666666
10/23/2024,DET,0,Jaden Ivey,IND,17.0,17.0,17.666666666666668,15.0,15.0
10/23/2024,PHO,0,Devin Booker,LAC,15.0,15.0,25.666666666666668,15.666666666666666,15.666666666666666
10/23/2024,LAC,0,Norman Powell,PHO,17.0,17.0,10.333333333333334,12.0,12.0
10/23/2024,UTA,0,Jordan Clarkson,MEM,17.0,17.0,17.833333333333332,11.666666666666666,11.666666666666666
10/23/2024,POR,0,Anfernee Simons,GSW,15.0,15.0,18.4,15.0,15.0
10/23/2024,UTA,0,Collin Sexton,MEM,16.0,16.0,15.333333333333334,11.666666666666666,11.666666666666666
10/23/2024,DET,0,Malik Beasley,IND,14.0,14.0,10.0,15.0,15.0
10/23/2024,MIA,0,Tyler Herro,ORL,14.0,14.0,17.0,14.0,14.0
10/23/2024,PHO,0,Grayson Allen,LAC,8.0,8.0,8.2,15.666666666666666,15.666666666666666
10/23/2024,LAC,0,Amir Coffey,PHO,11.0,11.0,7.833333333333333,12.0,12.0
10/23/2024,GSW,0,Moses Moody,POR,15.0,15.0,10.4,5.5,5.5
10/23/2024,MIL,0,Gary Trent Jr.,PHI,11.0,11.0,16.714285714285715,10.0,10.0
10/23/2024,LAC,0,Terance Mann,PHO,8.0,8.0,10.5,12.0,12.0
10/23/2024,ATL,0,Bogdan Bogdanovic,BRK,8.0,8.0,13.2,11.5,11.5
10/23/2024,MIL,0,Pat Connaughton,PHI,9.0,9.0,8.0,10.0,10.0
10/23/2024,CLE,0,Sam Merrill,TOR,7.0,7.0,7.25,12.666666666666666,12.666666666666666
10/23/2024,POR,0,Rayan Rupert,GSW,6.0,6.0,2.0,15.0,15.0
10/23/2024,CHI,0,Ayo Dosunmu,NOP,8.0,8.0,11.0,9.0,9.0
10/23/2024,MEM,0,John Konchar,UTA,5.0,5.0,3.6666666666666665,15.0,15.0
10/23/2024,IND,0,Andrew Nembhard,DET,8.0,8.0,8.8,8.0,8.0
10/23/2024,GSW,0,Lindy Waters III,POR,8.0,8.0,6.5,5.5,5.5
10/23/2024,BRK,0,Shake Milton,ATL,0.0,0.0,7.833333333333333,36.0,36.0
10/23/2024,CLE,0,Isaac Okoro,TOR,3.0,3.0,5.833333333333333,12.666666666666666,12.666666666666666
10/23/2024,DET,0,Wendell Moore Jr.,IND,0.0,0.0,0.0,15.0,15.0
10/23/2024,MIA,0,Alec Burks,ORL,0.0,0.0,7.4,14.0,14.0
10/23/2024,CHI,0,Chris Duarte,NOP,3.0,3.0,1.6666666666666667,9.0,9.0
10/23/2024,TOR,0,Garrett Temple,CLE,2.0,2.0,0.5,9.5,9.5
10/23/2024,ATL,0,Garrison Mathews,BRK,0.0,0.0,0.0,11.5,11.5
10/23/2024,MIL,0,A.J. Green,PHI,0.0,0.0,2.833333333333333,10.0,10.0
10/23/2024,MIL,0,Andre Jackson Jr.,PHI,0.0,0.0,0.5,10.0,10.0
10/23/2024,CHI,0,Dalen Terry,NOP,0.0,0.0,0.6,9.0,9.0
10/23/2024,CHI,0,Talen Horton-Tucker,NOP,0.0,0.0,4.5,9.0,9.0
10/23/2024,IND,0,Ben Sheppard,DET,0.0,0.0,3.2,8.0,8.0
10/23/2024,GSW,0,Brandin Podziemski,POR,0.0,0.0,7.4,5.5,5.5
10/23/2024,HOU,0,Jalen Green,CHO,28.0,28.0,,28.0,28.0
10/23/2024,ORL,0,Gary Harris,MIA,18.0,18.0,,10.5,10.5
10/23/2024,DET,0,Tim Hardaway Jr.,IND,14.0,14.0,,15.0,15.0
10/23/2024,ATL,0,Dyson Daniels,BRK,15.0,15.0,,11.5,11.5
10/23/2024,CLE,0,Ty Jerome,TOR,14.0,14.0,,12.666666666666666,12.666666666666666
10/23/2024,GSW,0,Buddy Hield,POR,22.0,22.0,,5.5,5.5
10/23/2024,TOR,0,Gradey Dick,CLE,16.0,16.0,,9.5,9.5
10/23/2024,NOP,0,Jordan Hawkins,CHI,13.0,13.0,,11.0,11.0
10/23/2024,NOP,0,Javonte Green,CHI,9.0,9.0,,11.0,11.0
10/23/2024,CHI,0,Coby White,NOP,10.0,10.0,,9.0,9.0
10/23/2024,GSW,0,De'Anthony Melton,POR,11.0,11.0,,5.5,5.5
10/23/2024,MEM,0,Jaylen Wells,UTA,6.0,6.0,,15.0,15.0
10/23/2024,CLE,0,Jaylon Tyson,TOR,4.0,4.0,,12.666666666666666,12.666666666666666
10/23/2024,GSW,0,Gary Payton II,POR,8.0,8.0,,5.5,5.5
10/23/2024,BRK,0,Keon Johnson,ATL,0.0,0.0,,36.0,36.0
10/23/2024,BRK,0,Cui Yongxi,ATL,0.0,0.0,,36.0,36.0
10/23/2024,BRK,0,Tyrese Martin,ATL,0.0,0.0,,36.0,36.0
10/23/2024,HOU,0,Jeenathan Williams,CHO,0.0,0.0,,28.0,28.0
10/23/2024,MIA,0,Pelle Larsson,ORL,2.0,2.0,,14.0,14.0
10/23/2024,CHO,0,Seth Curry,HOU,7.0,7.0,,7.0,7.0
10/23/2024,PHO,0,Damion Lee,LAC,0.0,0.0,,15.666666666666666,15.666666666666666
10/23/2024,ORL,0,Kentavious Caldwell-Pope,MIA,3.0,3.0,,10.5,10.5
10/23/2024,LAC,0,Kevin Porter Jr.,PHO,2.0,2.0,,12.0,12.0
10/23/2024,DET,0,Alondes Williams,IND,0.0,0.0,,15.0,15.0
10/23/2024,UTA,0,Cody Williams,MEM,2.0,2.0,,11.666666666666666,11.666666666666666
10/23/2024,TOR,0,Ochai Agbaji,CLE,3.0,3.0,,9.5,9.5
10/23/2024,MIA,0,Dru Smith,ORL,0.0,0.0,,14.0,14.0
10/23/2024,PHI,0,Jared McCain,MIL,4.0,4.0,,2.0,2.0
10/23/2024,LAC,0,Cam Christie,PHO,0.0,0.0,,12.0,12.0
10/23/2024,NOP,0,Antonio Reeves,CHI,0.0,0.0,,11.0,11.0
10/23/2024,MIL,0,AJ Johnson,PHI,0.0,0.0,,10.0,10.0
10/23/2024,PHI,0,Eric Gordon,MIL,2.0,2.0,,2.0,2.0
10/23/2024,IND,0,Johnny Furphy,DET,0.0,0.0,,8.0,8.0
10/23/2024,CHO,0,Jared Rhoden,HOU,0.0,0.0,,7.0,7.0
10/23/2024,CHO,0,Nick Smith Jr.,HOU,0.0,0.0,,7.0,7.0
10/23/2024,PHI,0,Lester Quinones,MIL,0.0,0.0,,2.0,2.0
10/23/2024,ORL,0,Franz Wagner,MIA,23.0,23.0,17.5,23.0,23.0
10/23/2024,NOP,0,Brandon Ingram,CHI,33.0,33.0,23.2,17.5,17.5
10/23/2024,GSW,0,Andrew Wiggins,POR,20.0,20.0,17.25,20.0,20.0
10/23/2024,PHI,0,Kelly Oubre Jr.,MIL,21.0,21.0,17.8,16.5,16.5
10/23/2024,CLE,0,Caris LeVert,TOR,19.0,19.0,14.666666666666666,19.0,19.0
10/23/2024,IND,0,Bennedict Mathurin,DET,19.0,19.0,21.2,13.0,13.0
10/23/2024,MIA,0,Jaime Jaquez Jr.,ORL,13.0,13.0,13.5,9.333333333333334,9.333333333333334
10/23/2024,LAC,0,Derrick Jones Jr.,PHO,12.0,12.0,9.4,12.0,12.0
10/23/2024,ATL,0,De'Andre Hunter,BRK,12.0,12.0,15.6,10.0,10.0
10/23/2024,ATL,0,Jalen Johnson,BRK,11.0,11.0,9.75,10.0,10.0
10/23/2024,IND,0,Aaron Nesmith,DET,7.0,7.0,10.25,13.0,13.0
10/23/2024,MIA,0,Haywood Highsmith,ORL,9.0,9.0,7.2,9.333333333333334,9.333333333333334
10/23/2024,CHI,0,Torrey Craig,NOP,0.0,0.0,7.0,27.0,27.0
10/23/2024,NOP,0,Herbert Jones,CHI,2.0,2.0,12.2,17.5,17.5
10/23/2024,MIA,0,Duncan Robinson,ORL,6.0,6.0,11.2,9.333333333333334,9.333333333333334
10/23/2024,ORL,0,Caleb Houstan,MIA,0.0,0.0,3.6,23.0,23.0
10/23/2024,PHO,0,Royce O'Neale,LAC,5.0,5.0,9.666666666666666,5.0,5.0
10/23/2024,POR,0,Kris Murray,GSW,1.0,1.0,4.6,15.0,15.0
10/23/2024,MIL,0,MarJon Beauchamp,PHI,0.0,0.0,0.8,16.0,16.0
10/23/2024,POR,0,Jabari Walker,GSW,0.0,0.0,7.6,15.0,15.0
10/23/2024,HOU,0,Dillon Brooks,CHO,2.0,2.0,14.25,7.5,7.5
10/23/2024,CHI,0,Zach LaVine,NOP,27.0,27.0,,27.0,27.0
10/23/2024,MIL,0,Taurean Prince,PHI,16.0,16.0,,16.0,16.0
10/23/2024,PHI,0,Caleb Martin,MIL,12.0,12.0,,16.5,16.5
10/23/2024,POR,0,Deni Avdija,GSW,15.0,15.0,,15.0,15.0
10/23/2024,PHI,0,Ricky Council IV,MIL,7.0,7.0,,16.5,16.5
10/23/2024,HOU,0,Amen Thompson,CHO,13.0,13.0,,7.5,7.5
10/23/2024,CHI,0,Julian Phillips,NOP,2.0,2.0,,27.0,27.0
10/23/2024,ATL,0,Zaccharie Risacher,BRK,7.0,7.0,,10.0,10.0
10/23/2024,CHO,0,Cody Martin,HOU,8.0,8.0,,8.0,8.0
10/23/2024,CHI,0,Matas Buzelis,NOP,0.0,0.0,,27.0,27.0
10/23/2024,ORL,0,Tristan Da Silva,MIA,0.0,0.0,,23.0,23.0
10/23/2024,ORL,0,Jett Howard,MIA,0.0,0.0,,23.0,23.0
10/23/2024,CHO,0,Brandon Miller,HOU,6.0,6.0,,8.0,8.0
10/23/2024,PHI,0,Justin Edwards,MIL,0.0,0.0,,16.5,16.5
10/23/2024,HOU,0,Cam Whitmore,CHO,4.0,4.0,,7.5,7.5
10/23/2024,MIL,0,Chris Livingston,PHI,0.0,0.0,,16.0,16.0
10/23/2024,PHO,0,Ryan Dunn,LAC,2.0,2.0,,5.0,5.0
10/23/2024,LAC,0,Trentyn Flowers,PHO,0.0,0.0,,12.0,12.0
10/23/2024,LAC,0,Jordan Miller,PHO,0.0,0.0,,12.0,12.0
10/23/2024,HOU,0,Jae'Sean Tate,CHO,0.0,0.0,,7.5,7.5
10/23/2024,ORL,0,Paolo Banchero,MIA,33.0,33.0,22.2,33.0,33.0
10/23/2024,MEM,0,Santi Aldama,UTA,27.0,27.0,11.4,27.0,27.0
10/23/2024,UTA,0,Lauri Markkanen,MEM,35.0,35.0,26.8,19.33333333333333,19.33333333333333
10/23/2024,PHO,0,Kevin Durant,LAC,25.0,25.0,25.4,25.0,25.0
10/23/2024,MIL,0,Giannis Antetokounmpo,PHI,25.0,25.0,26.0,20.5,20.5
10/23/2024,CLE,0,Evan Mobley,TOR,25.0,25.0,17.2,13.666666666666666,13.666666666666666
10/23/2024,IND,0,Pascal Siakam,DET,19.0,19.0,24.4,19.0,19.0
10/23/2024,MIL,0,Bobby Portis,PHI,16.0,16.0,13.833333333333334,20.5,20.5
10/23/2024,TOR,0,Chris Boucher,CLE,18.0,18.0,5.6,13.5,13.5
10/23/2024,UTA,0,John Collins,MEM,11.0,11.0,15.5,19.33333333333333,19.33333333333333
10/23/2024,CLE,0,Georges Niang,TOR,11.0,11.0,8.0,13.666666666666666,13.666666666666666
10/23/2024,BRK,0,Cameron Johnson,ATL,14.0,14.0,21.2,12.666666666666666,12.666666666666666
10/23/2024,DET,0,Tobias Harris,IND,13.0,13.0,14.2,13.0,13.0
10/23/2024,POR,0,Toumani Camara,GSW,11.0,11.0,8.5,13.5,13.5
10/23/2024,MIA,0,Nikola Jovic,ORL,15.0,15.0,4.2,9.0,9.0
10/23/2024,TOR,0,Scottie Barnes,CLE,9.0,9.0,15.666666666666666,13.5,13.5
10/23/2024,ORL,0,Jonathan Isaac,MIA,3.0,3.0,5.25,33.0,33.0
10/23/2024,GSW,0,Jonathan Kuminga,POR,10.0,10.0,13.0,9.0,9.0
10/23/2024,BRK,0,Dorian Finney-Smith,ATL,8.0,8.0,9.8,12.666666666666666,12.666666666666666
10/23/2024,GSW,0,Draymond Green,POR,8.0,8.0,4.5,9.0,9.0
10/23/2024,CLE,0,Dean Wade,TOR,5.0,5.0,4.6,13.666666666666666,13.666666666666666
10/23/2024,IND,0,Jarace Walker,DET,3.0,3.0,1.0,19.0,19.0
10/23/2024,IND,0,Obi Toppin,DET,2.0,2.0,8.625,19.0,19.0
10/23/2024,CHI,0,Patrick Williams,NOP,6.0,6.0,8.0,6.0,6.0
10/23/2024,PHO,0,Bol Bol,LAC,0.0,0.0,4.0,25.0,25.0
10/23/2024,IND,0,James Johnson,DET,0.0,0.0,0.0,19.0,19.0
10/23/2024,GSW,0,Kyle Anderson,POR,2.0,2.0,4.6,9.0,9.0
10/23/2024,LAC,0,Kobe Brown,PHO,0.0,0.0,0.8,2.0,2.0
10/23/2024,POR,0,Jerami Grant,GSW,16.0,16.0,,13.5,13.5
10/23/2024,UTA,0,Taylor Hendricks,MEM,12.0,12.0,,19.33333333333333,19.33333333333333
10/23/2024,BRK,0,Jalen Wilson,ATL,16.0,16.0,,12.666666666666666,12.666666666666666
10/23/2024,MEM,0,Jake LaRavia,UTA,5.0,5.0,,27.0,27.0
10/23/2024,MIL,0,Tyler Smith,PHI,5.0,5.0,,20.5,20.5
10/23/2024,CHO,0,Miles Bridges,HOU,10.0,10.0,,9.0,9.0
10/23/2024,TOR,0,Jonathan Mogbo,CLE,7.0,7.0,,13.5,13.5
10/23/2024,CHO,0,Grant Williams,HOU,8.0,8.0,,9.0,9.0
10/23/2024,HOU,0,Jabari Smith Jr.,CHO,8.0,8.0,,8.0,8.0
10/23/2024,BRK,0,Noah Clowney,ATL,7.0,7.0,,12.666666666666666,12.666666666666666
10/23/2024,MEM,0,Brandon Clarke,UTA,2.0,2.0,,27.0,27.0
10/23/2024,PHO,0,Oso Ighodaro,LAC,2.0,2.0,,25.0,25.0
10/23/2024,IND,0,Enrique Freeman,DET,2.0,2.0,,19.0,19.0
10/23/2024,MIA,0,Jimmy Butler,ORL,3.0,3.0,,9.0,9.0
10/23/2024,GSW,0,Gui Santos,POR,3.0,3.0,,9.0,9.0
10/23/2024,TOR,0,Ulrich Chomche,CLE,2.0,2.0,,13.5,13.5
10/23/2024,HOU,0,Tari Eason,CHO,2.0,2.0,,8.0,8.0
10/23/2024,LAC,0,Nicolas Batum,PHO,2.0,2.0,,2.0,2.0
10/23/2024,CHO,0,Tidjane Salaun,HOU,0.0,0.0,,9.0,9.0
10/23/2024,HOU,0,Jeff Green,CHO,0.0,0.0,,8.0,8.0
10/23/2024,ATL,0,Onyeka Okongwu,BRK,28.0,28.0,8.4,17.0,17.0
10/23/2024,CHI,0,Nikola Vucevic,NOP,21.0,21.0,16.2,21.0,21.0
10/23/2024,LAC,0,Ivica Zubac,PHO,21.0,21.0,10.833333333333334,21.0,21.0
10/23/2024,IND,0,Myles Turner,DET,20.0,20.0,14.166666666666666,20.0,20.0
10/23/2024,CHI,0,Jalen Smith,NOP,15.0,15.0,12.0,21.0,21.0
10/23/2024,GSW,0,Trayce Jackson-Davis,POR,14.0,14.0,10.2,14.0,14.0
10/23/2024,CLE,0,Jarrett Allen,TOR,14.0,14.0,13.166666666666666,14.0,14.0
10/23/2024,MEM,0,Jay Huff,UTA,13.0,13.0,4.25,13.0,13.0
10/23/2024,DET,0,Jalen Duren,IND,13.0,13.0,11.6,13.0,13.0
10/23/2024,PHO,0,Jusuf Nurkic,LAC,11.0,11.0,8.8,11.0,11.0
10/23/2024,ATL,0,Clint Capela,BRK,6.0,6.0,9.4,17.0,17.0
10/23/2024,PHI,0,Andre Drummond,MIL,10.0,10.0,7.333333333333333,10.0,10.0
10/23/2024,POR,0,Deandre Ayton,GSW,10.0,10.0,14.333333333333334,10.0,10.0
10/23/2024,MIL,0,Brook Lopez,PHI,10.0,10.0,14.166666666666666,10.0,10.0
10/23/2024,MIA,0,Bam Adebayo,ORL,9.0,9.0,16.8,9.0,9.0
10/23/2024,NOP,0,Daniel Theis,CHI,8.0,8.0,4.5,10.0,10.0
10/23/2024,ORL,0,Wendell Carter Jr.,MIA,8.0,8.0,9.6,8.0,8.0
10/23/2024,MIA,0,Thomas Bryant,ORL,7.0,7.0,3.8,9.0,9.0
10/23/2024,ORL,0,Moritz Wagner,MIA,7.0,7.0,9.6,8.0,8.0
10/23/2024,GSW,0,Kevon Looney,POR,2.0,2.0,5.4,14.0,14.0
10/23/2024,DET,0,Isaiah Stewart,IND,2.0,2.0,7.2,13.0,13.0
10/23/2024,UTA,0,Micah Potter,MEM,0.0,0.0,0.0,16.0,16.0
10/23/2024,UTA,0,Drew Eubanks,MEM,0.0,0.0,5.25,16.0,16.0
10/23/2024,TOR,0,Bruno Fernando,CLE,6.0,6.0,5.6,6.0,6.0
10/23/2024,TOR,0,Jakob Poeltl,CLE,6.0,6.0,11.0,6.0,6.0
10/23/2024,POR,0,Duop Reath,GSW,3.0,3.0,4.2,10.0,10.0
10/23/2024,DET,0,Paul Reed,IND,0.0,0.0,2.6,13.0,13.0
10/23/2024,ORL,0,Goga Bitadze,MIA,0.0,0.0,1.0,8.0,8.0
10/23/2024,HOU,0,Alperen Sengun,CHO,25.0,25.0,,25.0,25.0
10/23/2024,UTA,0,Walker Kessler,MEM,16.0,16.0,,16.0,16.0
10/23/2024,NOP,0,Yves Missi,CHI,12.0,12.0,,10.0,10.0
10/23/2024,LAC,0,Kai Jones,PHO,6.0,6.0,,21.0,21.0
10/23/2024,IND,0,James Wiseman,DET,6.0,6.0,,20.0,20.0
10/23/2024,PHI,0,Guerschon Yabusele,MIL,10.0,10.0,,10.0,10.0
10/23/2024,PHO,0,Mason Plumlee,LAC,8.0,8.0,,11.0,11.0
10/23/2024,HOU,0,Jock Landale,CHO,5.0,5.0,,25.0,25.0
10/23/2024,HOU,0,N'Faly Dante,CHO,0.0,0.0,,25.0,25.0
